DNI,nombre, Apellido_Materno,Apellido_Paterno,Fecha_Nac,teléfono,sexo
70000902,Reece,Brown,Jackson,1972-11-20,42114742,M
70000903,Acey,Martin,Taylor,1994-1-11,44118769,M
70000904,Britta,Moore,Thomas,1981-7-24,34635718,M
70000905,Dosha,White,Davis,1994-9-23,76387831,F
70000906,Lou,Taylor,Moore,1992-12-10,63226484,F
70000907,Kelcie,White,Jackson,1975-4-8,55571944,M
70000908,Marty,Anderson,Garcia,1990-3-9,42741176,M
70000909,Diego,Taylor,Lee,1990-7-14,89337498,M
70000910,Aleena,Taylor,Thomas,1984-6-16,56327315,M
70000911,Wong,Anderson,Williams,1978-12-12,77218647,F
70000912,Wendel,Smith,Jones,1993-7-28,18637347,M
70000913,Rita,Brown,Thompson,1977-8-11,54644495,F
70000914,Yolonda,Martin,Moore,1999-12-22,94355158,F
70000915,Ansley,Thomas,Smith,1980-11-3,13466593,M
70000916,Merwin,Wilson,White,1981-5-4,47559932,F
70000917,Wilton,Jackson,Jackson,1980-2-13,99735172,F
70000918,Marleen,Rodriguez,Moore,1988-2-6,17659322,M
70000919,Jenifer,Johnson,Davis,1977-10-16,86236433,F
70000920,Melissa,Johnson,Jackson,1990-8-18,53895525,F
70000921,Lambert,Smith,Jones,1982-7-9,16238761,F
70000922,Ottilia,Johnson,Smith,1995-2-21,21489812,M
70000923,Kourtney,Smith,Thomas,1974-3-9,24336889,M
70000924,Sandy,Anderson,Brown,1981-9-11,46572442,F
70000925,Buel,Thompson,Smith,1979-4-3,71491778,M
70000926,Giada,Thomas,Jones,1995-12-12,66384225,M
70000927,Kendall,Johnson,Jackson,1999-10-14,14532676,M
70000928,Eugenie,Taylor,Jackson,1975-3-21,93791819,F
70000929,Vina,Martinez,Thompson,1980-1-0,13755689,F
70000930,Letty,Thomas,Jones,1994-7-27,81639427,F
70000931,Cherri,Martinez,Williams,1977-7-27,21773919,M
70000932,Novella,Anderson,Johnson,1982-8-13,47817528,M
70000933,Albertine,Rodriguez,Smith,1999-12-9,36571761,M
70000934,Nim,Rodriguez,Lee,1974-11-21,95483233,M
70000935,Heber,Davis,Smith,1982-10-27,21367311,M
70000936,Helma,Thompson,Jackson,1999-12-9,33848832,M
70000937,Tea,Rodriguez,Thompson,1982-5-9,79395725,F
70000938,Heidi,Lee,Smith,1987-10-8,93654517,M
70000939,Callum,Moore,Williams,1990-12-18,41947299,F
70000940,Saniyah,Martinez,Thompson,1980-9-18,89224543,F
70000941,Blanca,Davis,Martin,1990-7-21,97389998,F
70000942,Luca,Taylor,Williams,1977-7-25,63572796,F
70000943,Keila,Garcia,Jones,1974-12-15,12838735,M
70000944,Lavelle,Smith,Wilson,1990-10-23,56991268,F
70000945,Ethen,Lee,Thomas,1990-12-10,44734574,M
70000946,Hasan,Garcia,Johnson,1972-3-4,14193887,M
70000947,Carlotta,Anderson,Thompson,1982-3-11,56526844,M
70000948,Elfrieda,Taylor,Williams,1970-11-21,12119175,M
70000949,Jeanie,Martin,Martin,1977-3-11,31371934,M
70000950,Calla,Martin,Davis,1982-9-8,78176763,F
70000951,Ceasar,Thompson,Thomas,1970-11-2,47472442,M
70000952,Samual,Smith,Thomas,1972-3-7,11315971,M
70000953,Izaiah,Brown,Thomas,1993-6-26,91235348,M
70000954,Charmaine,Taylor,Martin,1981-5-17,29721185,M
70000955,Donato,Lee,Anderson,1992-12-19,43455668,F
70000956,Gage,Lee,Thomas,1994-10-14,79131839,M
70000957,Mahalie,Thomas,Thompson,1980-4-1,24637181,M
70000958,Link,Moore,Davis,1981-6-19,83783553,M
70000959,Torrie,Wilson,Thomas,1979-3-27,88821538,M
70000960,Margarete,Taylor,Lee,1982-4-26,22767799,F
70000961,Brittani,Rodriguez,Martinez,1991-5-18,21892832,F
70000962,Tyshawn,Thompson,Brown,1994-12-27,79823592,M
70000963,Rafaela,Taylor,Davis,1980-10-1,88945995,F
70000964,Clair,Rodriguez,Rodriguez,1972-1-14,58538757,F
70000965,Lucretia,White,Thompson,1975-3-4,97278667,M
70000966,Michial,Moore,Wilson,1993-6-5,85615459,M
70000967,Latrice,Thomas,Taylor,1988-9-13,66573128,F
70000968,Carter,Thompson,Davis,1976-5-2,71611153,F
70000969,Clora,Anderson,Davis,1999-8-27,19744145,F
70000970,Larry,Lee,White,1988-10-14,32563357,M
70000971,Amin,Wilson,Anderson,1988-6-27,88259651,F
70000972,Trevon,Smith,Moore,1986-8-10,78892136,M
70000973,Berlin,Garcia,Rodriguez,1984-7-19,83718443,F
70000974,Landin,White,Garcia,1989-4-15,58517687,M
70000975,Mira,Garcia,Martin,1998-11-20,15853686,M
70000976,Goldia,Martinez,Garcia,1970-4-0,16956582,F
70000977,Maude,Anderson,Garcia,1995-12-1,54538775,M
70000978,Lilian,Davis,Taylor,1999-11-21,96368816,M
70000979,Dessie,Jones,Thomas,1978-1-18,38481135,M
70000980,Rosamond,Lee,Williams,1984-12-24,63888647,F
70000981,Latoya,Brown,Martin,1977-4-20,89515416,M
70000982,Tatsuo,Thompson,White,1990-6-24,29895458,M
70000983,Eldon,Anderson,Anderson,1980-7-7,32782299,M
70000984,Ruffin,Moore,Miller,1973-12-28,57816158,M
70000985,Deidre,White,Brown,1987-9-4,58524423,M
70000986,Fleta,Martin,Johnson,1985-8-16,78248643,F
70000987,Damarion,Wilson,Jones,1983-12-10,72694733,M
70000988,Nathanael,Smith,Jackson,1990-12-27,94885548,F
70000989,Zackary,Davis,Moore,1997-11-4,33962134,M
70000990,Roena,Wilson,Garcia,1990-5-12,75433875,M
70000991,Hortense,Thompson,Johnson,1977-11-22,65151252,M
70000992,Sharman,Martinez,Rodriguez,1970-11-4,33863928,F
70000993,Jamila,Rodriguez,Williams,1991-6-3,22994786,F
70000994,Aleta,Smith,Lee,1976-6-18,82476665,M
70000995,Jacki,Garcia,Smith,1977-8-28,21789965,M
70000996,Brant,Wilson,Brown,1982-7-20,88223586,F
70000997,Mardell,Jones,Anderson,1998-5-24,71626419,M
70000998,Baylie,Brown,Smith,1981-12-6,95814862,M
70000999,Galilea,Davis,Johnson,1999-7-2,55426935,F
70001000,Dirk,Thompson,Smith,1994-11-3,94454847,M
70001001,Vilma,Davis,Wilson,1996-5-20,83192572,F
70001002,Lavar,White,Rodriguez,1999-1-17,87513664,F
70001003,Vira,Wilson,Brown,1970-1-22,31127964,M
70001004,Yaretzi,Smith,Garcia,1972-8-10,18638662,F
70001005,Lakeshia,Jones,Johnson,1988-6-18,47828592,M
70001006,Edgardo,Garcia,Taylor,1993-9-7,81921566,F
70001007,Juston,Jones,Davis,1979-8-27,49692241,F
70001008,Hillery,Davis,Moore,1983-10-23,93682437,M
70001009,Nayeli,Anderson,Jones,1991-1-10,95654765,M
70001010,Hettie,Martin,Jackson,1974-2-14,58716828,M
70001011,Vida,White,Thomas,1990-8-5,69994168,M
70001012,Evangelina,Jackson,Jackson,1983-8-11,56325876,F
70001013,Sheila,Wilson,Johnson,1988-2-6,88677751,F
70001014,Nolia,Taylor,Garcia,1997-4-20,98997482,M
70001015,Adriel,Johnson,Williams,1998-4-26,93357793,M
70001016,Jessie,Taylor,Wilson,1977-2-28,81251676,M
70001017,Liana,Wilson,Jones,1974-7-22,16218788,F
70001018,Omar,Brown,Thompson,1978-9-8,98791557,M
70001019,Efren,Anderson,Williams,1991-5-28,13223188,F
70001020,Roll,Smith,Smith,1993-11-9,82251274,F
70001021,Daneen,Garcia,Garcia,1983-11-26,33154231,M
70001022,Watson,Thomas,Williams,1985-6-27,71363179,F
70001023,Valorie,Garcia,Rodriguez,1980-12-23,47359442,M
70001024,Alanna,Martin,Jackson,1996-12-6,97523537,F
70001025,Kari,Jones,Johnson,1989-8-7,26521442,M
70001026,Lincoln,Brown,Davis,1981-8-1,48161111,M
70001027,Dania,Moore,Anderson,1994-4-7,33355298,F
70001028,Tyquan,Williams,Smith,1970-11-1,72168848,F
70001029,Celena,Johnson,Williams,1992-8-11,84499686,F
70001030,Shavon,Williams,Jones,1980-11-27,34937581,M
70001031,Rafael,White,Lee,1991-9-15,26233881,M
70001032,Citlali,Taylor,Martinez,1985-1-20,41611359,F
70001033,Doyle,Davis,Lee,1971-10-10,96298275,M
70001034,Alvina,Williams,Jones,1975-8-27,83553456,M
70001035,Adaline,Martin,Wilson,1996-12-19,76185889,F
70001036,Llewellyn,Lee,White,1997-5-24,31853967,M
70001037,Kenny,Brown,Rodriguez,1999-10-26,61167325,F
70001038,Metha,Jackson,Williams,1987-7-9,17699886,M
70001039,Buelah,Davis,Thompson,1990-4-20,46639359,M
70001040,Ewell,Rodriguez,Miller,1990-2-10,79838714,F
70001041,Tilda,Jones,Rodriguez,1970-10-7,55717629,M
70001042,Jody,Rodriguez,Martin,1995-11-27,76138686,M
70001043,Corrina,Wilson,Anderson,1997-9-6,47516245,M
70001044,Dejon,Johnson,Martin,1993-6-25,59551188,F
70001045,Knute,Thomas,Williams,1998-2-23,86834427,M
70001046,Genesis,Taylor,Lee,1992-9-5,51213281,M
70001047,Clemon,Jackson,Thomas,1999-3-12,58138447,F
70001048,Jamila,White,Brown,1996-5-24,15293481,F
70001049,Doris,Johnson,Martinez,1970-11-14,81571185,F
70001050,Arlyne,White,Thompson,1999-7-0,79576583,M
70001051,Dave,Rodriguez,Williams,1986-3-13,23849947,M
70001052,Shawna,White,Martin,1990-12-12,73127666,F
70001053,Haley,Rodriguez,Garcia,1979-12-13,31783474,M
70001054,Tremayne,Williams,Williams,1983-11-25,38737561,M
70001055,Zebulon,Thomas,Wilson,1987-10-23,23291236,F
70001056,Charolette,Martin,Thomas,1984-4-5,93473827,M
70001057,Brandee,Wilson,Jackson,1999-4-15,45532543,F
70001058,Onnie,Williams,Davis,1976-10-18,74921979,F
70001059,Katelyn,White,Jones,1974-3-22,11551674,M
70001060,Smith,Thomas,Brown,1986-2-23,76865942,M
70001061,Cierra,Moore,Thompson,1972-4-2,71923961,F
70001062,June,Williams,Smith,1997-3-7,89274647,M
70001063,Shanika,Brown,Rodriguez,1984-4-9,85774969,F
70001064,Lucretia,White,Brown,1979-6-16,72186427,M
70001065,Moira,Lee,Johnson,1991-7-8,39997383,M
70001066,Jaylee,Jones,Martin,1985-1-8,77353684,F
70001067,Jenna,Anderson,Anderson,1972-4-15,74743258,M
70001068,Brianda,Miller,Lee,1979-8-25,53487443,F
70001069,Jayvon,Smith,Garcia,1999-9-8,52823827,M
70001070,Loni,White,Martinez,1975-12-2,26632343,F
70001071,Sharif,Johnson,Martinez,1974-9-18,51231422,M
70001072,Ellyn,Johnson,Smith,1981-7-1,16566679,M
70001073,Vernia,Miller,Martin,1984-12-3,61854683,F
70001074,Rasheed,Miller,Smith,1973-7-0,32578115,F
70001075,Glynn,Wilson,Taylor,1978-11-28,78853989,F
70001076,Franc,Thomas,Davis,1991-7-7,69314182,M
70001077,Miner,Miller,Williams,1996-4-21,34586672,F
70001078,Lulu,Martinez,Taylor,1971-9-15,62162369,F
70001079,Celesta,Anderson,Martin,1989-10-10,98836384,F
70001080,Bonnie,Anderson,Moore,1995-2-0,98214337,F
70001081,Elia,Davis,Martin,1984-2-1,35515133,M
70001082,Merritt,Thompson,Davis,1974-11-24,78988391,F
70001083,Landyn,Lee,Lee,1983-6-3,52291681,M
70001084,Cristal,Wilson,Johnson,1975-7-18,76362861,F
70001085,Art,Thomas,Rodriguez,1994-4-22,58866612,F
70001086,Yolonda,Thomas,Moore,1980-8-26,92496372,F
70001087,Lita,Garcia,Davis,1971-1-16,19876236,F
70001088,Fleta,Brown,Smith,1977-4-24,11549146,F
70001089,Champ,Johnson,Thompson,1997-10-2,38485796,F
70001090,Skye,Miller,Brown,1997-5-3,35376251,F
70001091,Thursa,Jackson,Williams,1981-6-0,47365713,F
70001092,Vince,Davis,Lee,1996-12-21,83217731,F
70001093,Mila,Jackson,White,1986-2-7,64187455,M
70001094,Lethia,Martin,Davis,1984-1-10,59749229,F
70001095,Talia,Wilson,Thomas,1985-10-25,83588923,F
70001096,Kira,Moore,Jackson,1979-6-28,36379181,F
70001097,Dorthey,Jones,Smith,1989-5-3,34953744,F
70001098,Carolyne,Johnson,Martinez,1996-11-6,37944949,M
70001099,Haylee,Taylor,Lee,1976-3-3,99985256,M
70001100,Kraig,Miller,Miller,1973-12-9,77971142,M
70001101,Isis,Brown,Jones,1992-7-20,47134536,M
70001102,Enriqueta,Moore,Miller,1976-3-7,45939713,M
70001103,Mildred,Johnson,Anderson,1986-8-7,39843265,F
70001104,Tyrese,Jones,Thomas,1993-12-13,93163911,F
70001105,Raymond,Lee,Thompson,1977-7-22,99471465,F
70001106,Shafter,Miller,Martin,1984-11-24,88184362,M
70001107,Odalis,Thompson,Thompson,1994-10-4,33267991,F
70001108,Christel,Miller,Thomas,1999-5-12,44542865,F
70001109,Cathern,Martinez,Jackson,1976-2-20,51644311,F
70001110,Brandy,Rodriguez,Johnson,1997-12-0,39173946,M
70001111,Collins,Jackson,Thomas,1993-4-17,13566894,M
70001112,Anice,Jackson,Williams,1984-4-26,12388489,F
70001113,Seth,Thomas,White,1988-2-9,65911377,M
70001114,Arah,Taylor,Thomas,1974-11-22,29235861,F
70001115,Shamar,White,Brown,1999-5-22,63531555,F
70001116,Jaret,Taylor,Brown,1998-8-12,26726392,F
70001117,Joetta,Anderson,Davis,1982-9-24,44966892,M
70001118,Ellyn,Johnson,Moore,1983-10-10,93574273,M
70001119,Leandra,Wilson,Thomas,1995-7-24,63438985,M
70001120,Jeremey,Jackson,Lee,1989-12-18,73527634,F
70001121,Liam,Brown,Thompson,1985-10-7,41471159,M
70001122,Arvin,Smith,Miller,1985-4-8,58979643,M
70001123,Sanaa,Garcia,Rodriguez,1982-2-17,59194178,M
70001124,Margarete,Garcia,Garcia,1993-6-18,65233294,M
70001125,Silvester,Moore,Taylor,1999-8-7,99496611,M
70001126,Merwin,Thompson,Jackson,1980-3-4,99623819,M
70001127,Gloria,Moore,Anderson,1983-6-2,62212649,F
70001128,Tatyanna,Williams,Wilson,1984-7-5,67928296,M
70001129,Burnie,Moore,Martin,1990-9-20,89317241,F
70001130,Diamond,Rodriguez,Wilson,1974-3-26,25487984,F
70001131,Joann,Davis,White,1985-3-26,15123736,F
70001132,Adelyn,Moore,Miller,1977-8-8,81517995,M
70001133,Dola,Martinez,Smith,1993-2-4,16917251,F
70001134,Kiyoshi,Anderson,Miller,1995-7-18,98436124,M
70001135,Tilden,Taylor,Jones,1970-6-1,23511914,M
70001136,Omari,Taylor,Lee,1990-7-14,93513185,F
70001137,Nellie,Martin,Thomas,1993-2-11,91848916,F
70001138,Boris,Rodriguez,Thomas,1976-3-10,19837835,F
70001139,Shafter,Lee,Wilson,1984-12-11,55546336,M
70001140,Rickey,Davis,Rodriguez,1991-12-20,94476856,F
70001141,Tavon,Wilson,Martin,1998-12-3,61214514,F
70001142,Margaretha,Moore,Johnson,1979-2-6,57762144,F
70001143,Laisha,Thompson,Thomas,1973-12-21,42969181,F
70001144,Charlton,Thompson,Rodriguez,1987-2-12,91856737,M
70001145,Kevin,Johnson,Brown,1981-7-25,11974983,M
70001146,Lane,Brown,Moore,1999-3-27,83945597,F
70001147,Loma,Miller,White,1998-7-1,95593981,M
70001148,Adrienne,Miller,Thompson,1992-7-18,82974213,M
70001149,Pattie,White,Jones,1970-9-14,59176364,F
70001150,Gottlieb,Thomas,Taylor,1996-10-4,82977387,F
70001151,Cherelle,Rodriguez,Lee,1995-3-20,77672276,M
70001152,Isla,Moore,Johnson,1991-4-4,13297823,M
70001153,Aldo,Rodriguez,Garcia,1982-12-4,16252468,M
70001154,Merlin,Johnson,Miller,1977-1-10,72591359,M
70001155,Candace,Brown,Smith,1987-8-12,13197231,F
70001156,Juana,Brown,Taylor,1987-10-23,25244367,M
70001157,Zack,Jones,Rodriguez,1989-5-7,53233845,M
70001158,Commodore,Williams,Johnson,1996-2-23,91784881,F
70001159,Jess,Moore,White,1975-11-26,77179131,F
70001160,Burrell,Miller,Moore,1999-8-9,15753122,M
70001161,Buelah,Garcia,Martinez,1981-6-17,77554367,M
70001162,Kahlil,Miller,Moore,1972-9-28,22284565,M
70001163,Nevin,Thompson,Taylor,1981-3-22,91535958,F
70001164,Tristan,Williams,Williams,1996-7-19,66982116,F
70001165,Larissa,Thomas,Smith,1984-9-11,77429882,F
70001166,Kyra,Johnson,Miller,1994-2-3,39695893,F
70001167,Romona,Martinez,Garcia,1989-10-25,87528487,M
70001168,Dana,Miller,Rodriguez,1997-6-7,93362722,F
70001169,Cleon,Rodriguez,Williams,1997-1-26,25775413,F
70001170,Jovany,Taylor,Davis,1990-6-19,69793964,M
70001171,Ilo,Jackson,Wilson,1991-10-25,58295634,F
70001172,Kennedi,Williams,Anderson,1983-7-25,73249434,F
70001173,Amparo,Martinez,Anderson,1999-5-13,83691833,F
70001174,Jeanne,Garcia,Miller,1994-4-3,71284115,F
70001175,Jarret,Williams,White,1970-6-25,19748719,M
70001176,Buford,Garcia,Wilson,1984-6-21,46352442,M
70001177,Damaris,White,Moore,1982-5-15,18871531,F
70001178,Mila,Thomas,Miller,1978-8-26,97192315,M
70001179,Chastity,Anderson,White,1988-10-12,12178128,M
70001180,Anie,Anderson,Johnson,1982-8-18,64763664,F
70001181,Dorian,Davis,Rodriguez,1997-3-24,67264963,M
70001182,Alvera,Johnson,Brown,1991-1-26,17171447,F
70001183,Kelan,Taylor,Johnson,1989-4-1,29435898,M
70001184,Retha,Taylor,Martin,1973-7-7,68964975,M
70001185,Arnav,Martin,Davis,1979-6-1,45785162,M
70001186,Adele,Brown,Lee,1990-5-19,55228594,F
70001187,Rodrigo,Anderson,Johnson,1998-10-1,32299473,F
70001188,Tayler,Williams,Smith,1999-1-21,31449296,M
70001189,Karley,Thompson,Wilson,1973-8-0,74571518,F
70001190,Selma,Smith,Moore,1973-6-14,38549266,F
70001191,Erich,Martin,Smith,1973-10-13,57512553,M
70001192,Cael,Moore,Davis,1984-8-6,48863876,F
70001193,Elizabet,Garcia,Johnson,1977-1-6,88718861,M
70001194,Stefanie,Moore,Wilson,1980-10-10,48834888,M
70001195,Dahlia,Martin,Thompson,1992-4-13,31391286,F
70001196,Rickey,Moore,Wilson,1998-12-18,81953138,F
70001197,Jana,Smith,Moore,1972-3-27,19939825,M
70001198,Earline,Rodriguez,Martinez,1975-4-11,83957968,F
70001199,Belinda,Moore,Miller,1992-12-1,54936618,F
70001200,Jacob,Thomas,Martin,1980-9-22,91666449,F
70001201,Emry,Martin,Jackson,1997-11-3,19872249,F
70001202,Lovett,Garcia,Taylor,1982-9-2,49584197,M
70001203,Nicholas,Thomas,Jackson,1997-7-21,92858769,M
70001204,Kareem,Moore,Garcia,1986-8-28,24772858,F
70001205,Magen,Brown,Garcia,1996-3-11,59814577,M
70001206,Rilla,Johnson,Martinez,1984-7-23,53437583,M
70001207,Gillie,Lee,Thomas,1991-6-16,51711836,F
70001208,Edson,Jones,Martinez,1998-5-22,59782531,F
70001209,Jorge,Rodriguez,Smith,1996-6-26,28967749,F
70001210,Itzel,Anderson,Brown,1991-11-20,59228468,M
70001211,Joell,Williams,Garcia,1989-11-15,67353997,F
70001212,Lamont,Martinez,Thomas,1994-5-0,36747552,M
70001213,Maebelle,White,Rodriguez,1983-1-9,61983152,M
70001214,Edris,Smith,Jones,1997-11-13,22194526,M
70001215,Stacey,Lee,Moore,1994-11-4,45113385,F
70001216,Brock,Jones,Jackson,1977-7-23,39336687,F
70001217,Tinie,Johnson,Garcia,1976-2-21,72471578,M
70001218,Dola,Anderson,Moore,1979-1-11,38751316,F
70001219,Vera,Thompson,Rodriguez,1979-12-19,61515531,F
70001220,Orval,Lee,Williams,1987-1-0,19553453,F
70001221,Hennie,Moore,Wilson,1997-6-14,32459812,F
70001222,Lim,Thompson,Taylor,1977-11-8,82724958,F
70001223,Dani,Martin,Thomas,1975-12-27,86522379,F
70001224,Amalia,Anderson,Rodriguez,1973-7-5,25384658,M
70001225,Shara,White,Lee,1971-4-28,56987882,F
70001226,Levar,Garcia,Rodriguez,1997-5-18,26252686,F
70001227,Kiel,Lee,Thompson,1999-6-12,22319785,M
70001228,Marlys,Anderson,Rodriguez,1996-11-8,94398435,F
70001229,Pauletta,Martin,Johnson,1989-2-27,63374149,M
70001230,Savanah,Miller,Johnson,1993-6-25,51487999,F
70001231,Alcee,Anderson,Jones,1987-3-23,86813984,M
70001232,Molly,Martinez,Johnson,1983-9-2,81726414,F
70001233,Jaylan,Davis,Martin,1980-8-15,43491489,F
70001234,Eliza,Thompson,Davis,1988-11-28,76947576,F
70001235,Netta,Wilson,Johnson,1974-9-25,39648754,F
70001236,Charles,Rodriguez,Davis,1989-5-14,65456871,M
70001237,Avis,Smith,White,1978-3-20,71314977,F
70001238,Luda,Jones,Jones,1972-9-24,75887463,F
70001239,Clell,Lee,Brown,1991-4-19,11642736,M
70001240,North,Taylor,Johnson,1986-11-12,56144858,F
70001241,Brandin,Martin,Smith,1974-2-11,89423593,F
70001242,Orla,Jackson,Lee,1987-9-16,52653837,F
70001243,Fredric,Smith,Jones,1987-10-19,35467414,F
70001244,Audie,Taylor,Rodriguez,1996-4-24,95438618,M
70001245,Mindi,Wilson,Taylor,1985-12-27,48774222,M
70001246,Stasia,Thomas,Jackson,1979-2-11,92714573,F
70001247,Flonnie,Davis,Thompson,1975-11-6,38173284,F
70001248,Maurice,Rodriguez,Martin,1985-10-20,67528645,M
70001249,Chandler,Rodriguez,Moore,1972-4-5,53559567,M
70001250,Grayling,Williams,White,1975-7-21,73922786,M
70001251,Fronnie,Thomas,Taylor,1984-11-26,36158912,M
70001252,Alyson,Johnson,Smith,1988-9-5,28519655,F
70001253,Isidro,Jackson,Lee,1979-5-1,86381158,M
70001254,Lyndsay,Davis,Moore,1994-3-28,83731476,F
70001255,Nanna,Thomas,Johnson,1998-12-16,14412514,M
70001256,Dejuan,Taylor,Brown,1978-5-19,36677794,M
70001257,Porsche,Rodriguez,Johnson,1998-12-4,99428366,M
70001258,Rosalia,Brown,Rodriguez,1988-1-16,41978625,M
70001259,Eileen,Thomas,Thomas,1971-12-27,56377871,F
70001260,Hosteen,White,Taylor,1999-5-21,33931562,F
70001261,Willam,Thompson,Garcia,1977-1-28,26923718,F
70001262,Dion,Wilson,Thompson,1999-7-19,29289914,M
70001263,Encarnacion,Thompson,Anderson,1979-11-27,74765815,F
70001264,Meta,Moore,Johnson,1993-6-4,22727617,F
70001265,Marilou,Lee,White,1975-5-6,12985564,M
70001266,Kristal,Martin,Davis,1977-12-21,29681328,M
70001267,Efrem,Davis,Lee,1996-2-18,76262485,M
70001268,Karolyn,Taylor,Wilson,1993-2-4,74832632,F
70001269,Mordechai,Thomas,Lee,1983-4-19,57164972,M
70001270,Marylouise,Jackson,Taylor,1970-8-28,32282144,F
70001271,Gabrielle,Lee,Garcia,1980-3-17,97571868,F
70001272,Jeanine,Johnson,Moore,1974-8-10,93781983,F
70001273,Zillah,Smith,Thomas,1986-1-8,51787564,M
70001274,Chad,Thompson,Martinez,1993-1-22,89135191,F
70001275,Nicolas,Rodriguez,Anderson,1995-8-21,44712446,F
70001276,Deric,Garcia,Thompson,1984-8-7,83184363,F
70001277,Luca,Garcia,Wilson,1987-2-13,27287218,M
70001278,Marlyn,Thompson,Garcia,1990-12-3,71556852,M
70001279,Dyllan,Taylor,Taylor,1977-3-18,38725235,F
70001280,Seamus,Davis,Davis,1970-2-20,26369834,F
70001281,Tommy,Thomas,Davis,1995-1-15,84854374,F
70001282,Raul,Taylor,Rodriguez,1991-3-16,95598278,F
70001283,Bayard,Martinez,Jackson,1993-12-24,34627944,F
70001284,Lacie,Brown,Jones,1989-11-13,12831455,F
70001285,Alyce,Martin,White,1989-1-27,19771465,M
70001286,Byrdie,Miller,Thompson,1976-3-23,11463415,F
70001287,Jay,Wilson,Johnson,1990-7-13,37494418,F
70001288,Ronny,Jackson,Davis,1995-4-4,71717825,F
70001289,Dameon,Rodriguez,Martin,1981-11-5,14143551,M
70001290,Hilbert,Williams,Rodriguez,1989-6-9,66414185,F
70001291,Xena,Thompson,Anderson,1984-6-27,26327342,F
70001292,Ferd,White,Johnson,1970-9-17,23953439,M
70001293,Arnett,Lee,Smith,1998-4-27,13512216,M
70001294,Young,Jackson,Anderson,1979-7-2,44118329,M
70001295,Nathalia,Jones,Johnson,1970-1-6,52899189,M
70001296,Bliss,Rodriguez,Wilson,1984-6-6,73653283,M
70001297,Erma,Anderson,Davis,1990-4-10,88375253,M
70001298,Lottie,Jackson,Williams,1993-6-0,83846964,F
70001299,Andreas,Martinez,Rodriguez,1988-2-15,77892384,M
70001300,Rosaline,Davis,Martin,1993-2-22,32515198,M
70001301,Cedric,Williams,Brown,1972-3-7,92171977,M
70001302,Janel,Miller,Jackson,1998-9-6,29561867,M
70001303,Lura,Johnson,Rodriguez,1974-6-6,83289957,F
70001304,Marty,Martin,Smith,1977-5-20,92455439,M
70001305,Cato,Rodriguez,Lee,1982-5-18,14799764,M
70001306,Loretto,Thompson,Taylor,1988-9-14,26468698,M
70001307,Hernan,Brown,Jones,1982-8-5,89956893,F
70001308,Tennie,Taylor,Smith,1980-1-19,49155812,F
70001309,Obie,Thomas,Williams,1986-8-1,74447116,M
70001310,Debby,Williams,Smith,1988-1-1,55639889,M
70001311,Lana,Garcia,Jones,1982-1-5,23656156,M
70001312,Denita,Anderson,Taylor,1998-7-19,39263158,M
70001313,Pairlee,Johnson,Jackson,1987-2-16,56181684,F
70001314,Ellen,Taylor,Garcia,1987-2-14,42857869,M
70001315,Landin,Thomas,Thomas,1972-3-2,28424363,F
70001316,Patti,Martin,Miller,1993-8-15,82247721,F
70001317,Kenia,Anderson,Thompson,1999-4-4,79928444,F
70001318,Katarina,Williams,Brown,1998-11-9,91484853,M
70001319,Vester,White,Jones,1986-6-0,94173984,M
70001320,Brent,Thomas,Miller,1985-6-19,83192274,M
70001321,Rayan,Wilson,Garcia,1975-3-16,24821818,F
70001322,Sibbie,Jackson,Garcia,1976-4-19,59859764,F
70001323,Bernetta,Brown,Wilson,1977-7-23,95655433,F
70001324,Stephania,Martinez,Lee,1978-12-25,81945688,F
70001325,Abigale,Garcia,Jackson,1975-11-1,47871123,M
70001326,Delfina,Wilson,Miller,1989-1-19,83254582,F
70001327,Lashawn,Wilson,White,1991-2-17,12479478,F
70001328,Jerrell,Martinez,Brown,1997-3-8,38721849,F
70001329,Rona,Jones,Anderson,1993-3-9,51285839,M
70001330,Wardell,Garcia,Anderson,1978-12-23,99941935,M
70001331,Rona,Brown,Lee,1988-3-23,57843323,M
70001332,Chante,White,Williams,1990-3-16,31394284,F
70001333,Jerrie,Smith,Williams,1998-1-28,51714914,M
70001334,June,Jackson,White,1974-7-6,97396413,M
70001335,Festus,White,Wilson,1982-5-22,45715816,F
70001336,Leigh,Martin,Wilson,1984-11-12,95895443,M
70001337,Wayde,Lee,Martin,1971-12-27,51598766,M
70001338,Derrek,Miller,Garcia,1985-7-0,23593714,F
70001339,Raquan,Davis,Smith,1971-2-17,52678554,M
70001340,Zita,Davis,Smith,1982-4-2,76895854,M
70001341,Nealy,Jackson,Rodriguez,1992-10-14,16953775,F
70001342,Leonia,Thompson,Anderson,1988-8-18,39526791,F
70001343,Americo,Lee,Jones,1998-2-7,44318365,F
70001344,Coty,White,Garcia,1971-2-6,67786164,F
70001345,Besse,Jones,Smith,1999-12-26,21828444,F
70001346,Clarinda,Johnson,Johnson,1979-11-19,36174689,M
70001347,Mandi,Anderson,Brown,1974-3-23,15486299,F
70001348,Brien,Thompson,Wilson,1987-7-26,17514852,M
70001349,Skylar,Anderson,Jones,1975-11-0,35742331,F
70001350,Philomene,Jackson,Jackson,1972-2-21,59978153,M
70001351,Emmaline,Rodriguez,Thompson,1985-10-12,93444567,M
