Num_Ticket,ClienteDNI,id_ruta,AgenciaNombre,BusPlaca,Fecha_viaje
4395,70000859,Lam-Caj,Plaza Norte,fa340x9pxl,2018-5-15
4396,70001177,Piu-San,Piura Terminal,57838q07w8,2018-7-20
4397,70000042,San-Uca,Tumbes,ole2trhlah,2018-2-1
4398,70001087,Tac-Lam,Paita Terminal,d5nsp16tvj,2018-7-9
4399,70001550,Pun-Jun,Sullana,376umd01hh,2018-9-4
4400,70001894,Tum-La ,Tumbes,vuq3n4j029,2018-4-11
4401,70001226,Ama-Moq,Chimbote,6ip65q9716,2018-9-20
4402,70001317,Hua-San,Lima,9m1q339f49,2018-8-12
4403,70001435,Caj-Pun,Máncora,us5c82pmmp,2018-4-12
4404,70000900,Cus-Lam,Plaza Norte,hj4fwtgbd6,2018-1-24
4405,70000135,Pas-Ica,Lima,468qw1vx09,2018-10-2
4406,70000759,Tac-San,Tumbes,7geje1710t,2018-2-27
4407,70000924,Lam-Ica,Sullana,519e911ljg,2018-6-9
4408,70000193,Mad-Cal,Plaza Norte,tbet1j40a3,2018-5-6
4409,70000773,Lim-Lor,Oficina Juan Pablo,6041o60k53,2018-5-16
4410,70001175,Moq-Piu,Tumbes,d8672pva38,2018-1-19
4411,70001590,Lor-Caj,Talara,8wg639135m,2018-5-8
4412,70001498,Cus-Ica,Terrapuerto Trujillo,718wk2cji8,2018-7-3
4413,70000147,Cal-Ama,Lima,d5nsp16tvj,2018-10-28
4414,70001346,Hua-Aya,Tumbes,s325767n8h,2018-8-25
4415,70001836,Hua-San,Tumbes,i4n39jjaio,2018-1-25
4416,70000548,Hua-Cus,Plaza Norte,wm1oeadopi,2018-8-14
4417,70001721,Moq-Caj,Oficina Bolivar,lvld9x4v9j,2018-1-13
4418,70000616,Apu-San,Piura Terminal,5i8n8n2m1s,2018-9-14
4419,70000821,Ama-Tac,Los Organos,06g352652l,2018-5-20
4420,70001742,Are-Pun,Paita Terminal,f81ss5fh02,2018-7-12
4421,70001798,Hua-San,Piura Terminal,p0m396nlxh,2018-1-10
4422,70000796,Pun-Lor,Paita,5a9n657gj1,2018-8-7
4423,70001877,Lam-Uca,Talara,64r652q79v,2018-6-18
4424,70000378,Tac-Lim,Plaza Norte,tt5831203q,2018-1-16
4425,70000665,Tac-Lam,Tumbes,us5c82pmmp,2018-1-11
4426,70001959,Piu-Caj,Paita Terminal,94d6q30p39,2018-3-1
4427,70000738,Uca-Jun,Paita Terminal,7fapp9hq35,2018-8-5
4428,70001326,Tac-San,Paita Terminal,07sx26k5np,2018-7-21
4429,70001744,Lam-Mad,Terrapuerto Trujillo,331l266kah,2018-11-13
4430,70001915,Cal-Ama,Lima,v450je7a10,2018-12-24
4431,70000501,Cus-Lim,Oficina Juan Pablo,90p04t952m,2018-8-25
4432,70000153,Ama-Apu,Máncora,ceac62wxd1,2018-6-26
4433,70000314,Apu-Are,Talara,53los30b3h,2018-11-13
4434,70001557,Pas-Lor,Terrapuerto Trujillo,rcl4c2nrm3,2018-7-19
4435,70000705,San-La ,Terrapuerto Trujillo,13v7fnf64n,2018-9-10
4436,70001394,San-Tum,Tumbes,44xtr4osja,2018-11-12
4437,70001716,Uca-Hua,Máncora,see891fu36,2018-10-11
4438,70000136,Hua-Are,Sullana,7bcx4txw3s,2018-9-1
4439,70001111,Anc-Piu,Paita,qf75w73nms,2018-11-26
4440,70001902,Tac-Lor,Oficina Juan Pablo,v6564wth48,2018-12-19
4441,70001489,Tac-San,Lima,uv85k371gd,2018-11-22
4442,70001957,San-Uca,Tumbes,7bcx4txw3s,2018-10-2
4443,70000908,Cus-Ama,Piura Terminal,376umd01hh,2018-8-9
4444,70000979,Tum-Hua,Sullana,5562n7q55i,2018-11-21
4445,70001335,Are-Ama,Paita Terminal,mqoveub9b1,2018-9-27
4446,70000551,Caj-Pun,Tumbes,hsxj4h4s4a,2018-4-3
4447,70001419,Pun-Caj,Tumbes,286867m668,2018-11-14
4448,70000988,Hua-Pas,Tumbes,d8o39xg36k,2018-2-15
4449,70001120,Hua-Piu,Paita,968gf0g5tk,2018-3-7
4450,70000017,Hua-Lim,Paita,078ww61564,2018-7-15
4451,70000287,Moq-Are,Plaza Norte,q9a1eum83s,2018-8-20
4452,70000209,San-Uca,Talara,wcqp00l7ju,2018-2-10
4453,70000131,Ica-Pun,Talara,wqp5jf976a,2018-10-5
4454,70001588,La -Tac,Oficina Juan Pablo,q9c8407g63,2018-7-15
4455,70001767,Anc-Pas,Paita,5a9n657gj1,2018-6-6
4456,70001672,Ica-Piu,Paita Terminal,x2bl708c07,2018-9-10
4457,70000115,Aya-Lam,Tumbes,f86l51iie2,2018-4-13
4458,70000667,Apu-Caj,Plaza Norte,tbet1j40a3,2018-2-11
4459,70001075,Lor-Hua,Chiclayo,o2s78sav5u,2018-2-27
4460,70000182,Cal-Lim,Los Organos,an711w72e1,2018-3-8
4461,70001983,Lor-Hua,Piura Terminal,12mc9637o0,2018-7-20
4462,70000715,Tac-Lim,Lima,7g717r3suw,2018-4-21
4463,70000259,Aya-Are,Oficina Bolivar,us5c82pmmp,2018-1-17
4464,70001807,Hua-Ama,Plaza Norte,h4kkduj353,2018-12-28
4465,70001372,Ica-Tum,Chimbote,84j3ma2c52,2018-7-18
4466,70000117,Cal-Pun,Sullana,831alj7h2x,2018-12-6
4467,70000252,La -Tum,Talara,968gf0g5tk,2018-9-2
4468,70001790,Jun-San,Terrapuerto Trujillo,kb24hd3wo8,2018-1-13
4469,70001130,Piu-Hua,Paita,t890pb824o,2018-6-27
4470,70000934,Hua-Tum,Piura Terminal,wqp5jf976a,2018-1-7
4471,70001939,San-Tac,Talara,77va64597f,2018-4-11
4472,70000608,Pun-Hua,Los Organos,vt0dhiov0u,2018-10-22
4473,70001284,Lor-Hua,Tumbes,u84i081820,2018-9-17
4474,70000868,Moq-Hua,Plaza Norte,hi62nuc53k,2018-7-22
4475,70001882,Hua-Lim,Los Organos,g2ta7ebu06,2018-7-12
4476,70001959,Pas-San,Sullana,am812i8lb9,2018-10-25
4477,70000969,Pun-Jun,Chiclayo,r2vp1o1cvv,2018-9-14
4478,70000939,Apu-San,Plaza Norte,td65vtw15f,2018-2-13
4479,70001600,Cus-Piu,Terrapuerto Trujillo,sb60k5jb37,2018-9-6
4480,70001192,Mad-Cal,Plaza Norte,125i650gl8,2018-1-21
4481,70000399,Pun-Jun,Chiclayo,8tbd959s83,2018-3-24
4482,70000365,Ica-Pas,Plaza Norte,11wh23nkdi,2018-3-18
4483,70001754,Tum-Ama,Chiclayo,d59jh0w72d,2018-5-24
4484,70000406,Uca-Hua,Talara,r8vb1q14md,2018-1-13
4485,70000622,Piu-Caj,Lima,b9bcffqwnu,2018-1-28
4486,70001444,Tum-Tac,Talara,7g717r3suw,2018-4-6
4487,70000161,Cal-Ama,Oficina Bolivar,kai48li57j,2018-6-20
4488,70000770,Hua-Anc,Chiclayo,hedb93in5r,2018-10-21
4489,70001679,Lam-Aya,Máncora,el802l4e8r,2018-6-14
4490,70001852,Pas-Cus,Paita Terminal,l6s2o233he,2018-9-22
4491,70000258,Apu-Caj,Chimbote,n6x9i2j9l6,2018-3-1
4492,70000513,Lim-Hua,Chiclayo,u1l5ttn9j2,2018-9-15
4493,70001773,Tac-San,Chiclayo,r8vb1q14md,2018-8-28
4494,70000334,Lor-Caj,Sullana,uc3742l492,2018-11-5
4495,70001240,Tac-San,Tumbes,a73bk7i532,2018-6-17
4496,70001275,Hua-Anc,Piura Terminal,p504o91215,2018-1-19
4497,70000039,Cus-Ica,Paita Terminal,9pweqx190h,2018-5-27
4498,70000182,Caj-Moq,Lima,k8ws18i2f8,2018-4-13
4499,70001802,Jun-Pas,Máncora,36352o9n4k,2018-9-27
4500,70001034,Are-La ,Oficina Juan Pablo,62h9n9i9ex,2018-6-3
4501,70001471,Pas-Ica,Plaza Norte,365i509j80,2018-1-18
4502,70001426,Anc-Are,Chimbote,5kbl0v7j09,2018-4-28
4503,70000065,Uca-Apu,Sullana,95si8c3g85,2018-2-20
4504,70000083,Ica-Uca,Piura Terminal,n3crejr6j3,2018-2-9
4505,70000668,Caj-Moq,Chiclayo,g2ta7ebu06,2018-10-27
4506,70000175,Ama-Hua,Lima,44xtr4osja,2018-5-19
4507,70000982,Piu-Hua,Oficina Bolivar,5ph7gg4714,2018-2-2
4508,70001416,Piu-Ica,Tumbes,6knuao812p,2018-10-13
4509,70001844,Ica-Pun,Plaza Norte,42040vctp0,2018-8-9
4510,70000233,San-Uca,Piura Terminal,vnccq09ukn,2018-9-2
4511,70001995,Are-Pun,Oficina Bolivar,27l9c0029j,2018-5-10
4512,70001068,Piu-Ama,Oficina Bolivar,w9u60tr4v8,2018-4-26
4513,70000364,Lor-San,Paita,q9a1eum83s,2018-8-26
4514,70001863,Apu-Are,Sullana,f81ss5fh02,2018-5-10
4515,70000559,Pun-Caj,Los Organos,0660ih8a2g,2018-11-10
4516,70000643,Are-Lam,Chiclayo,968gf0g5tk,2018-1-25
4517,70001510,Hua-Anc,Paita Terminal,v8u85t5e4t,2018-4-14
4518,70001171,San-Tum,Talara,aff9tmilmt,2018-7-21
4519,70001752,San-Tum,Sullana,w9u60tr4v8,2018-8-16
4520,70001675,Ica-Uca,Piura Terminal,6hm1c8415s,2018-6-24
4521,70001673,Uca-Tum,Chimbote,5ph7gg4714,2018-2-14
4522,70000854,Pun-Piu,Sullana,63qbrma3o0,2018-11-5
4523,70001382,Ama-Moq,Terrapuerto Trujillo,kvrsqmcj23,2018-5-2
4524,70000546,Mad-Hua,Paita Terminal,mv32hhfu9x,2018-8-23
4525,70001041,Cal-Tac,Oficina Juan Pablo,252ao657ih,2018-11-6
4526,70000953,Moq-Are,Paita,1pqx6nf9dc,2018-2-28
4527,70001755,Cus-Ama,Oficina Bolivar,1e35dn63e7,2018-4-6
4528,70000353,Lor-Ica,Tumbes,q9c8407g63,2018-9-19
4529,70000658,Piu-Ica,Plaza Norte,spwsuer7w3,2018-1-19
4530,70000842,Apu-San,Oficina Juan Pablo,p300x6im5f,2018-1-12
4531,70001132,Pas-Cus,Máncora,7g717r3suw,2018-8-8
4532,70001738,Piu-Ica,Oficina Juan Pablo,q163d18kg4,2018-3-23
4533,70000899,Pas-Lam,Los Organos,ba272drcm3,2018-1-4
4534,70000488,Pun-Piu,Lima,p504o91215,2018-7-19
4535,70001557,Apu-Ica,Chiclayo,d5nsp16tvj,2018-9-25
4536,70001036,Apu-Ica,Lima,p300x6im5f,2018-4-25
4537,70000250,Anc-Pas,Sullana,298bc3q5o1,2018-3-18
4538,70000763,Pas-Pun,Chimbote,27l9c0029j,2018-8-13
4539,70001990,Piu-Ica,Sullana,flx75ss8e9,2018-3-2
4540,70001578,Ica-Ama,Piura Terminal,el802l4e8r,2018-1-7
4541,70001567,Jun-Pas,Sullana,53los30b3h,2018-5-22
4542,70000809,Ica-Hua,Chimbote,ul52w57p4j,2018-4-2
4543,70000921,Caj-Tum,Los Organos,an711w72e1,2018-10-18
4544,70001302,Uca-San,Máncora,r7hc8b537j,2018-4-11
4545,70001173,Apu-Ama,Terrapuerto Trujillo,69k1gfv94n,2018-1-23
4546,70001577,Tac-Jun,Lima,8351i73n2c,2018-6-16
4547,70000805,Apu-Cal,Oficina Juan Pablo,flx75ss8e9,2018-7-10
4548,70001173,Lim-Lor,Oficina Juan Pablo,t890pb824o,2018-6-13
4549,70000833,Caj-Hua,Piura Terminal,968gf0g5tk,2018-12-19
4550,70000728,Tac-San,Sullana,28ns56f9nj,2018-1-5
4551,70000611,Ica-Pas,Máncora,27l9c0029j,2018-11-2
4552,70000193,Ica-Tum,Plaza Norte,15vshop92f,2018-8-7
4553,70000368,Uca-Tum,Los Organos,v66e4r089s,2018-1-28
4554,70001004,Pas-San,Plaza Norte,8ivs2c3n91,2018-7-26
4555,70001170,Lam-Aya,Piura Terminal,19t0to4g68,2018-1-4
4556,70000766,Hua-San,Paita Terminal,6m9s9ju86m,2018-11-4
4557,70000716,Jun-Tum,Paita Terminal,kf8b8uas91,2018-7-23
4558,70001935,Anc-Cus,Talara,4nv4ki42sd,2018-7-15
4559,70001328,Anc-Lor,Tumbes,6530t632k1,2018-6-7
4560,70001319,San-Piu,Lima,sqos0nd74o,2018-10-5
4561,70000397,Aya-Hua,Piura Terminal,27l9c0029j,2018-12-7
4562,70001025,Lor-Mad,Sullana,o2s78sav5u,2018-5-1
4563,70001633,Piu-Ica,Los Organos,kf8b8uas91,2018-1-5
4564,70001178,Ama-Tac,Chiclayo,62h9n9i9ex,2018-3-9
4565,70000548,Apu-San,Chiclayo,q9c8407g63,2018-4-22
4566,70000037,Jun-Pas,Paita Terminal,mta9u40982,2018-3-1
4567,70000159,Tac-Lor,Talara,345b77s7a1,2018-12-12
4568,70000956,Pas-Ica,Oficina Juan Pablo,718wk2cji8,2018-5-27
4569,70001547,Lam-Anc,Tumbes,88r9dt4623,2018-6-17
4570,70000442,San-Tum,Plaza Norte,9bx8refhg1,2018-2-6
4571,70000006,Are-La ,Oficina Juan Pablo,84swt9x19j,2018-12-17
4572,70001099,Apu-Ama,Talara,ma27qo09c9,2018-4-16
4573,70000474,Aya-Lam,Tumbes,uv85k371gd,2018-7-25
4574,70001855,Aya-Pun,Tumbes,5pc7102spg,2018-9-13
4575,70001086,Pas-Lam,Oficina Bolivar,868p0f70ee,2018-4-7
4576,70001674,Lam-La ,Paita Terminal,57838q07w8,2018-2-9
4577,70001976,La -San,Chimbote,pqm32bu7h6,2018-9-15
4578,70001503,Uca-Hua,Terrapuerto Trujillo,mwv58w3su0,2018-12-9
4579,70000095,Pun-Piu,Plaza Norte,v8u85t5e4t,2018-2-27
4580,70001738,Uca-Moq,Chiclayo,rft81mm44g,2018-9-16
4581,70001621,Piu-San,Oficina Bolivar,n70bm7flo2,2018-11-12
4582,70001787,Mad-Lim,Paita Terminal,rv275865qs,2018-8-9
4583,70000160,Lam-Ica,Piura Terminal,468qw1vx09,2018-10-27
4584,70000573,San-Tac,Sullana,9m1q339f49,2018-11-23
4585,70000285,Anc-Moq,Terrapuerto Trujillo,nla24wg4or,2018-4-18
4586,70000325,Are-Pun,Tumbes,f86l51iie2,2018-12-18
4587,70000141,Ica-Pun,Chimbote,hev274nq62,2018-1-28
4588,70000117,Moq-Ica,Paita,gle5x424la,2018-7-20
4589,70001698,Moq-Caj,Oficina Bolivar,366sq2e2km,2018-4-19
4590,70001349,Caj-Tum,Piura Terminal,8o9h6io82u,2018-3-7
4591,70000028,Tum-Ama,Paita,vt0dhiov0u,2018-10-19
4592,70000461,Moq-Piu,Plaza Norte,53ej2tq7v3,2018-1-2
4593,70000880,Uca-Jun,Oficina Bolivar,90p04t952m,2018-11-13
4594,70001652,Cal-Tac,Terrapuerto Trujillo,v6564wth48,2018-8-23
4595,70001998,Ama-Tac,Oficina Bolivar,345b77s7a1,2018-7-26
4596,70000250,La -San,Plaza Norte,snthl2w0b7,2018-11-18
4597,70001764,Tum-La ,Paita,s325767n8h,2018-9-10
4598,70001718,Pas-Jun,Paita,8qitbd4fm3,2018-6-26
4599,70001012,Piu-Cal,Paita,eea8f6508t,2018-7-13
4600,70000714,Apu-Pas,Sullana,snthl2w0b7,2018-9-23
4601,70001182,Mad-Jun,Lima,7ghjtc40d6,2018-9-16
4602,70000704,Jun-Ama,Sullana,d8o39xg36k,2018-6-7
4603,70001989,Hua-Piu,Los Organos,1m03h21vbx,2018-5-8
4604,70000261,Tum-Caj,Chimbote,k5i1upr6d4,2018-6-12
4605,70000262,Lam-Cal,Lima,6530t632k1,2018-6-25
4606,70001625,Hua-Hua,Oficina Bolivar,cm9fx97osb,2018-11-8
4607,70001353,Mad-Ama,Paita,ejc298g24e,2018-7-22
4608,70000005,Lam-Caj,Piura Terminal,am812i8lb9,2018-5-19
4609,70001990,Cus-La ,Chimbote,868p0f70ee,2018-9-1
4610,70000839,Hua-Anc,Máncora,13v7fnf64n,2018-10-1
4611,70000639,Lor-Caj,Tumbes,ksrw7m5uq7,2018-9-15
4612,70000269,Ica-Pas,Talara,3v82a7gq70,2018-9-3
4613,70000011,Lam-Anc,Talara,760gow8o69,2018-9-16
4614,70001622,Pas-Are,Oficina Juan Pablo,28ns56f9nj,2018-12-14
4615,70000245,Mad-Caj,Oficina Bolivar,cgt34swhuo,2018-6-19
4616,70000829,Apu-Anc,Los Organos,wlh4soo3qt,2018-7-18
4617,70000575,Pas-Pun,Oficina Bolivar,qf75w73nms,2018-2-24
4618,70000678,La -Tum,Los Organos,2bgv82r5g0,2018-2-22
4619,70000007,Jun-Pas,Oficina Juan Pablo,11a355xa19,2018-10-16
4620,70000274,San-Tum,Piura Terminal,9728xg6ldn,2018-4-8
4621,70000924,Uca-Are,Tumbes,cgt34swhuo,2018-11-23
4622,70001318,Tum-Cus,Terrapuerto Trujillo,ul52w57p4j,2018-10-12
4623,70000339,Hua-San,Chimbote,42040vctp0,2018-9-14
4624,70000661,Mad-Cal,Oficina Bolivar,37l9ocsob3,2018-1-6
4625,70000000,Hua-San,Oficina Bolivar,06g352652l,2018-9-24
4626,70001132,Pun-Lor,Chiclayo,1o6x2h6cls,2018-7-12
4627,70001230,San-Cal,Sullana,076nue65j2,2018-1-23
4628,70000007,Tac-Lam,Oficina Juan Pablo,t890pb824o,2018-9-23
4629,70001900,Aya-Jun,Máncora,q7ck3954t6,2018-7-10
4630,70000142,Caj-Moq,Paita,5lksmv1o5g,2018-12-1
4631,70000278,Piu-Ama,Talara,27l9c0029j,2018-9-12
4632,70000013,Aya-Pun,Oficina Bolivar,84j3ma2c52,2018-3-28
4633,70001517,Ama-Hua,Máncora,uc3742l492,2018-10-4
4634,70001405,Caj-Cal,Sullana,j26cp8pn15,2018-3-19
4635,70000396,Caj-San,Terrapuerto Trujillo,t890pb824o,2018-12-1
4636,70000171,Pas-Cus,Plaza Norte,0362f1qdg7,2018-9-25
4637,70001267,Cus-Piu,Paita Terminal,ksrw7m5uq7,2018-5-13
4638,70001610,Pun-Lor,Terrapuerto Trujillo,968gf0g5tk,2018-5-23
4639,70001637,Apu-San,Piura Terminal,515pr916hg,2018-4-27
4640,70000096,Cus-Ica,Terrapuerto Trujillo,b9bcffqwnu,2018-4-12
4641,70000908,Pas-Lam,Los Organos,8qitbd4fm3,2018-8-25
4642,70001268,Anc-Cus,Plaza Norte,ka6la0qm2s,2018-10-11
4643,70001554,Piu-Ica,Paita,868p0f70ee,2018-9-28
4644,70000746,Apu-Caj,Terrapuerto Trujillo,wqp5jf976a,2018-12-8
4645,70001645,Are-Pun,Lima,2nl7nle09o,2018-12-11
4646,70001503,Aya-Cus,Los Organos,gle5x424la,2018-9-24
4647,70001808,Pas-Pun,Los Organos,9n93as50dk,2018-4-8
4648,70000476,Hua-Jun,Oficina Juan Pablo,qf75w73nms,2018-11-7
4649,70001426,Anc-Moq,Los Organos,mv32hhfu9x,2018-8-8
4650,70001186,Jun-Hua,Lima,11wh23nkdi,2018-9-2
4651,70001919,Uca-San,Oficina Juan Pablo,dkjmx4ax1c,2018-1-27
4652,70001427,Anc-Are,Paita,298bc3q5o1,2018-12-19
4653,70001088,San-Cal,Talara,ka6la0qm2s,2018-12-23
4654,70000140,Jun-Hua,Lima,9ve8m5t4q5,2018-9-7
4655,70000639,San-Tac,Los Organos,n535r0emw0,2018-12-15
4656,70001491,Ica-Tum,Chiclayo,868p0f70ee,2018-2-27
4657,70001230,Caj-Pas,Paita,xx3f5e5w78,2018-10-27
4658,70001924,Piu-Ama,Paita Terminal,6493d0v79c,2018-12-25
4659,70001555,Hua-Aya,Terrapuerto Trujillo,d59jh0w72d,2018-9-19
4660,70001724,Pas-Apu,Chimbote,it08sd1vhc,2018-6-8
4661,70000640,Mad-Hua,Tumbes,61c8pw77a0,2018-10-23
4662,70001597,Pas-Jun,Tumbes,p9wqleqe3j,2018-10-9
4663,70000226,Anc-Moq,Oficina Bolivar,xww647lk8v,2018-2-22
4664,70001336,Ica-Tum,Tumbes,48o0d0kkq3,2018-3-27
4665,70001956,Pas-Lor,Oficina Juan Pablo,ak0u9n6882,2018-1-28
4666,70001507,Piu-Ama,Máncora,gle5x424la,2018-1-10
4667,70001103,Pun-Caj,Los Organos,1pqx6nf9dc,2018-3-2
4668,70001818,Anc-Lor,Talara,1m03h21vbx,2018-1-13
4669,70000406,Lor-San,Sullana,op6k7i3nu1,2018-12-12
4670,70001281,Caj-Ama,Máncora,5kbl0v7j09,2018-9-23
4671,70001363,Aya-Lam,Talara,dkjmx4ax1c,2018-9-4
4672,70000952,Hua-Ama,Talara,q9c8407g63,2018-2-11
4673,70001442,Pas-Pun,Terrapuerto Trujillo,qi18cssk07,2018-1-4
4674,70000856,Pun-Piu,Los Organos,078ww61564,2018-7-13
4675,70000176,Aya-Ica,Los Organos,d5nsp16tvj,2018-12-13
4676,70001667,Tum-Aya,Sullana,76rn9p3k61,2018-10-14
4677,70000237,Hua-Jun,Oficina Juan Pablo,mv32hhfu9x,2018-6-7
4678,70000672,Cus-Ama,Terrapuerto Trujillo,hj4fwtgbd6,2018-5-3
4679,70001523,Piu-San,Oficina Bolivar,3lb06x70ox,2018-10-20
4680,70000447,Caj-Pas,Talara,u42i942u62,2018-12-22
4681,70000804,Ama-Uca,Sullana,9u981eq2f7,2018-6-9
4682,70000173,Aya-Hua,Lima,84j3ma2c52,2018-5-12
4683,70001376,Lam-La ,Oficina Bolivar,4bnv687l2d,2018-1-19
4684,70001080,Tum-Caj,Oficina Juan Pablo,mqoveub9b1,2018-4-21
4685,70001260,Pun-Caj,Oficina Juan Pablo,q15om33373,2018-3-10
4686,70000816,Hua-Cus,Máncora,9u981eq2f7,2018-11-21
4687,70001036,Ama-Apu,Paita,wcqp00l7ju,2018-11-8
4688,70000645,Tum-Hua,Sullana,29r1w34120,2018-9-18
4689,70000938,Aya-Are,Máncora,xu270n95gn,2018-11-16
4690,70001845,Caj-Hua,Los Organos,1efrjn90pa,2018-2-21
4691,70000676,Pun-Caj,Oficina Bolivar,p68h0f6u4q,2018-7-13
4692,70001836,Anc-Cus,Sullana,dg3nf9f9ba,2018-5-19
4693,70000739,Cal-Lim,Talara,7pxbh2ao74,2018-2-25
4694,70000232,Pas-Cus,Talara,9bx8refhg1,2018-1-12
4695,70000248,Lor-Mad,Chiclayo,g435a4krs0,2018-10-12
4696,70001882,Moq-Are,Paita Terminal,6knuao812p,2018-10-28
4697,70001065,Anc-Pas,Chiclayo,6gqw2910er,2018-6-23
4698,70000012,Lam-Cal,Paita Terminal,92ep3751h8,2018-9-17
4699,70001257,Pas-Lor,Oficina Bolivar,5ok0bgfv9w,2018-6-28
4700,70001849,Anc-Are,Chimbote,8o9h6io82u,2018-1-7
4701,70000905,Ica-Pas,Chiclayo,ug1499s380,2018-4-6
4702,70000617,Cus-Ama,Sullana,x68ibbkd52,2018-7-1
4703,70000141,Caj-Cal,Oficina Juan Pablo,7194ju8595,2018-3-22
4704,70000269,Moq-Ica,Los Organos,xwt5k20045,2018-6-8
4705,70001128,Uca-Apu,Oficina Juan Pablo,i8j032h9kt,2018-10-14
4706,70001251,Caj-Moq,Piura Terminal,7l71ox93wb,2018-10-25
4707,70000407,Caj-San,Plaza Norte,g435a4krs0,2018-6-7
4708,70000615,Mad-Caj,Oficina Juan Pablo,8vf32f2238,2018-4-8
4709,70001709,Piu-Anc,Terrapuerto Trujillo,j26cp8pn15,2018-1-21
4710,70001493,Aya-Are,Paita Terminal,je841044wk,2018-2-4
4711,70001780,Aya-Jun,Talara,44xtr4osja,2018-12-20
4712,70001516,Are-Caj,Piura Terminal,vptjb6p359,2018-6-8
4713,70001143,Pas-Lam,Lima,ak0u9n6882,2018-9-13
4714,70000703,Tum-Hua,Oficina Juan Pablo,d8672pva38,2018-8-10
4715,70001897,Mad-Hua,Plaza Norte,gle5x424la,2018-8-4
4716,70001707,Tac-Lor,Tumbes,797529i6xm,2018-5-11
4717,70001488,Lam-Mad,Oficina Bolivar,5ok0bgfv9w,2018-2-3
4718,70001201,Tac-Lim,Terrapuerto Trujillo,9n93as50dk,2018-2-23
4719,70000627,Pas-Are,Paita Terminal,c8sal29t74,2018-6-7
4720,70001416,Lam-Cal,Tumbes,252ao657ih,2018-4-24
4721,70001777,Lor-Ica,Tumbes,h776x350k5,2018-5-27
4722,70000851,Ica-Tum,Paita Terminal,r7hc8b537j,2018-3-25
4723,70000830,Pas-Lam,Talara,79a05e5k48,2018-11-19
4724,70001070,Hua-Piu,Tumbes,q163d18kg4,2018-5-9
4725,70001047,Tum-Ama,Lima,qta9n4f506,2018-12-7
4726,70001150,Aya-Jun,Oficina Bolivar,1e35dn63e7,2018-1-1
4727,70000335,Ica-Hua,Máncora,725gl430lj,2018-12-8
4728,70000438,Moq-Ica,Oficina Juan Pablo,8351i73n2c,2018-6-22
4729,70001478,Pun-Piu,Sullana,ba272drcm3,2018-1-23
4730,70000033,Pas-Apu,Chiclayo,n6x9i2j9l6,2018-12-15
4731,70000854,Lor-Ica,Tumbes,kv87dx89d0,2018-10-28
4732,70000647,Are-Pas,Chiclayo,9u981eq2f7,2018-11-15
4733,70000839,Jun-Tum,Plaza Norte,62t7nt173i,2018-6-26
4734,70001755,Moq-Ica,Talara,6gqw2910er,2018-1-22
4735,70000644,Anc-Cus,Talara,5j89dvka2n,2018-6-25
4736,70001090,Jun-Pas,Los Organos,ov7da8310c,2018-7-23
4737,70000303,Pun-Lor,Oficina Bolivar,f22v06h3mc,2018-10-26
4738,70000408,Lim-Lor,Talara,50vq169ul6,2018-12-16
4739,70001516,Ica-Pun,Chiclayo,06532xhhb8,2018-1-12
4740,70001530,Anc-Lor,Piura Terminal,p0m396nlxh,2018-4-23
4741,70001183,Tum-Ica,Los Organos,7geje1710t,2018-3-1
4742,70001602,Moq-Are,Lima,06g352652l,2018-12-7
4743,70001319,Lam-Anc,Talara,298bc3q5o1,2018-12-10
4744,70001833,La -Tac,Oficina Bolivar,mnrfu6h6s2,2018-9-13
4745,70001003,Piu-Mad,Los Organos,h776x350k5,2018-2-8
4746,70000235,Pas-Apu,Lima,53los30b3h,2018-5-8
4747,70000425,Apu-Anc,Tumbes,1pqx6nf9dc,2018-1-25
4748,70001468,Jun-Hua,Lima,k5i1upr6d4,2018-10-7
4749,70000304,Caj-Tum,Plaza Norte,ovh5fp5vlw,2018-7-7
4750,70001180,Cus-La ,Chimbote,ak0u9n6882,2018-7-15
4751,70000295,Uca-Apu,Chiclayo,xwt5k20045,2018-7-24
4752,70001015,Aya-Ica,Chimbote,rdamcrat92,2018-6-20
4753,70001248,Ama-Tac,Paita Terminal,k8ws18i2f8,2018-8-28
4754,70001342,Hua-Anc,Chiclayo,s5n179w78v,2018-12-12
4755,70001690,Lim-Hua,Talara,o2s78sav5u,2018-4-4
4756,70001314,Jun-Tum,Tumbes,968gf0g5tk,2018-12-23
4757,70000928,Tum-Tac,Lima,rl68wqc772,2018-8-23
4758,70000258,Mad-Cal,Los Organos,pqm32bu7h6,2018-3-27
4759,70000972,Uca-Are,Chiclayo,797529i6xm,2018-5-18
4760,70000297,Mad-Jun,Talara,1pqx6nf9dc,2018-11-25
4761,70000417,Caj-Hua,Oficina Bolivar,6gqw2910er,2018-6-12
4762,70001955,Lam-Mad,Tumbes,hedb93in5r,2018-2-26
4763,70000338,Caj-Pun,Sullana,38h4d5kp66,2018-8-27
4764,70000879,Pas-Jun,Oficina Bolivar,an711w72e1,2018-2-24
4765,70000447,Lam-Ica,Los Organos,spwsuer7w3,2018-9-22
4766,70000780,Lor-Ica,Tumbes,xct5dw89vt,2018-7-16
4767,70000511,Piu-Ica,Chimbote,42h887b798,2018-2-23
4768,70001682,San-Tum,Paita,6hhx5llgvf,2018-1-9
4769,70001980,Lor-Mad,Chiclayo,057a699jw2,2018-10-26
