Cod_capacitacion,DNI_ponente,Fecha
2066,69092040,2014-6-3
2067,29956395,2016-10-3
2068,17007623,2014-6-13
2069,45463577,2014-2-25
2070,20969977,2014-4-8
2071,16912985,2014-2-16
2072,73173932,2013-5-19
2073,97153323,2014-3-27
2074,55988748,2013-8-24
2075,58030610,2014-2-12
2076,50949848,2016-7-9
2077,01020801,2016-4-25
2078,02830947,2015-3-2
2079,75478379,2016-1-2
2080,44611004,2013-8-8
2081,96633808,2014-12-9
2082,81707574,2016-9-21
2083,40475876,2014-2-19
2084,19544656,2016-9-22
2085,57569931,2016-4-20
2086,43100704,2014-5-4
2087,71901239,2013-8-15
2088,47977661,2015-10-13
2089,43215752,2014-11-9
2090,03766734,2015-3-21
2091,33731893,2016-11-25
2092,09516668,2015-6-24
2093,38733122,2013-11-12
2094,70184867,2015-11-26
2095,39510554,2014-8-19
2096,74501962,2014-6-19
2097,78541398,2016-5-24
2098,50270903,2015-3-3
2099,03375059,2013-10-17
2100,50296007,2015-12-16
2101,00223521,2014-6-26
2102,62002797,2016-7-0
2103,55177812,2014-11-1
2104,50460697,2016-12-8
2105,43086635,2016-3-7
2106,14189214,2013-10-2
2107,24654871,2015-10-19
2108,79694935,2013-6-7
2109,72824868,2015-7-4
2110,13905407,2013-12-20
2111,28168884,2014-8-3
2112,12439518,2016-1-12
2113,77234924,2016-9-14
2114,38522684,2015-3-17
2115,62682084,2013-11-2
2116,44199079,2013-12-7
2117,94360572,2014-12-21
2118,70095324,2015-4-19
2119,32247680,2016-4-19
2120,41759971,2016-10-4
2121,53256096,2014-1-3
2122,23962991,2016-3-14
2123,01684833,2013-6-11
2124,78504209,2013-2-21
2125,37201085,2013-8-14
2126,28748355,2016-3-16
2127,31355249,2014-5-11
2128,98391305,2014-5-28
2129,09280525,2014-6-12
2130,84514623,2016-11-26
2131,31613908,2016-7-1
2132,14126883,2013-12-22
2133,25160759,2016-6-3
2134,89797989,2016-7-21
2135,54452427,2015-1-14
2136,97390168,2013-2-23
2137,21614881,2016-5-28
2138,49990702,2015-9-27
2139,43244502,2016-12-27
2140,18886979,2015-7-27
2141,78225151,2016-4-27
2142,26655488,2014-12-19
2143,16694446,2016-6-19
2144,60186783,2016-6-21
2145,16311925,2014-8-24
2146,48761220,2016-8-11
2147,74392677,2015-10-1
2148,54039821,2016-10-3
2149,80029217,2013-10-24
2150,43096720,2014-1-1
2151,99965457,2014-2-4
2152,55682580,2015-7-15
2153,43605157,2014-4-12
2154,06893658,2015-1-5
2155,94811515,2014-5-1
2156,21526431,2014-3-8
2157,86845986,2013-11-5
2158,61286673,2015-1-11
2159,62161253,2014-7-3
2160,35080894,2013-8-23
2161,66780062,2015-8-5
2162,68000294,2016-5-7
2163,36406424,2014-9-25
2164,49351625,2016-7-5
2165,75110745,2014-8-16
2166,99743819,2016-2-0
2167,34567500,2016-5-21
2168,84707234,2016-6-10
2169,75913398,2013-3-19
2170,69904512,2015-2-12
2171,04264215,2014-2-19
2172,70512669,2016-3-23
2173,59467873,2014-8-21
2174,59085933,2014-4-17
2175,84531771,2016-7-3
2176,27377693,2016-9-24
2177,00731527,2015-1-23
2178,48327390,2014-1-22
2179,43825172,2014-7-21
2180,58159866,2013-4-23
2181,73957915,2015-6-2
2182,72154378,2014-4-11
2183,14410008,2015-9-10
2184,47871490,2013-11-3
2185,96231282,2016-10-28
2186,78121609,2015-5-5
2187,10306355,2016-4-13
2188,82363777,2015-7-1
2189,30545138,2016-8-20
2190,45280569,2015-1-27
2191,39287235,2013-9-17
2192,79296611,2015-12-28
2193,85819712,2014-12-22
2194,26027701,2013-6-27
2195,26153270,2013-4-5
2196,64323812,2014-12-16
2197,23180894,2015-8-8
2198,93447148,2016-7-3
2199,43100180,2015-12-9
2200,42938066,2016-12-18
2201,55796378,2015-9-22
2202,75264540,2014-6-17
2203,00999916,2013-9-2
2204,87790501,2016-8-16
2205,04953542,2015-12-7
2206,29743664,2014-5-0
2207,00949193,2013-5-7
2208,02723147,2016-6-14
2209,60184598,2014-7-24
2210,85334271,2016-6-25
2211,09803062,2014-2-27
2212,77142482,2014-8-27
2213,81871759,2015-7-5
2214,15132227,2015-10-27
2215,52878093,2014-11-17
2216,88370126,2016-5-2
2217,68687933,2015-7-24
2218,92954790,2016-6-12
2219,26646096,2015-8-20
2220,31326390,2016-2-1
2221,04054732,2016-1-2
2222,29743664,2014-8-21
2223,89061293,2014-2-26
2224,75845559,2015-6-24
2225,57762994,2016-3-15
2226,26885317,2016-5-19
2227,68270809,2013-7-8
2228,35677236,2016-5-9
2229,76650618,2013-10-4
2230,74065748,2014-8-26
2231,16954643,2014-9-16
2232,38988332,2014-10-17
2233,18091336,2016-11-23
2234,70969441,2015-9-18
2235,42748018,2015-2-28
2236,30675552,2014-11-9
2237,70093525,2016-3-4
2238,37778500,2015-12-3
2239,04704724,2016-3-20
2240,12090036,2013-10-5
2241,95685839,2016-6-22
2242,06628547,2014-11-4
2243,75299460,2016-7-22
2244,19485980,2013-4-21
2245,66636353,2015-4-2
2246,01463525,2015-4-7
2247,39538689,2014-6-15
2248,21414983,2015-12-8
2249,08570149,2014-8-15
2250,08576607,2014-9-4
2251,74651014,2015-11-28
2252,05432230,2015-2-27
2253,67702058,2013-11-7
2254,95360158,2014-4-22
2255,29536766,2013-3-5
2256,61925738,2015-2-5
2257,52246201,2013-5-9
2258,70536675,2014-12-24
2259,28644263,2015-6-20
2260,85354178,2015-1-0
2261,90352290,2015-9-20
2262,34009593,2016-11-9
2263,30855786,2013-10-19
2264,87871024,2015-11-28
2265,32095730,2015-8-0
2266,89899305,2015-9-3
2267,94465605,2014-2-25
2268,20042305,2014-1-25
2269,42447934,2013-8-10
2270,91820073,2014-8-25
2271,32638295,2014-5-3
2272,87634750,2015-3-7
2273,44814707,2014-6-5
2274,38418618,2015-4-20
2275,68151633,2013-9-19
2276,79827703,2014-6-9
2277,32106545,2013-3-1
2278,87847594,2014-12-9
2279,34078049,2016-5-17
2280,53850926,2015-5-19
2281,00789811,2014-11-6
2282,74993187,2014-4-0
2283,84483431,2016-3-8
2284,51572942,2016-3-8
2285,19299004,2013-12-0
2286,27236765,2015-2-9
2287,59237394,2015-11-26
2288,01463525,2015-6-9
2289,78110699,2016-12-2
2290,15325197,2015-7-24
2291,51765076,2013-4-1
2292,75407379,2014-9-14
2293,79776403,2016-1-1
2294,04386083,2014-4-17
2295,56558448,2014-12-7
2296,14013662,2013-5-24
2297,66057377,2016-2-4
2298,69436335,2016-3-9
2299,85673476,2014-9-11
2300,70388410,2013-6-0
2301,91641723,2014-12-19
2302,47352291,2015-9-6
2303,79594860,2016-7-6
2304,15617953,2015-10-7
2305,13552099,2015-5-23
2306,29455707,2015-5-5
2307,48233284,2014-9-9
2308,80568867,2014-8-12
2309,33336192,2016-3-22
2310,62363956,2015-7-1
2311,18374088,2013-12-17
2312,81661530,2013-11-0
2313,49874838,2015-6-7
2314,82153268,2015-7-19
2315,76870277,2015-5-7
2316,64176078,2016-6-21
2317,82200266,2016-7-23
2318,21329651,2013-2-15
2319,95797244,2013-11-4
2320,23149689,2013-8-28
2321,43605868,2013-6-3
2322,93024320,2016-1-16
2323,94729126,2013-7-6
2324,47589060,2016-12-1
2325,33431373,2014-11-19
2326,80681909,2016-2-12
2327,92458176,2016-7-20
2328,81473194,2014-2-7
2329,08176775,2015-10-13
2330,30846072,2014-2-6
2331,34817606,2016-6-8
2332,01361776,2013-5-19
2333,71614271,2016-4-24
2334,01524088,2013-2-19
2335,99419083,2016-4-25
2336,87603171,2013-4-25
2337,67468074,2013-2-5
2338,12381175,2016-8-26
2339,94581214,2013-11-9
2340,80556998,2015-12-3
2341,21348943,2015-1-17
2342,24820716,2014-11-25
2343,21640322,2015-12-28
2344,75580376,2016-6-9
2345,10218976,2016-10-2
2346,27085166,2013-10-14
2347,34605479,2016-11-6
2348,52269551,2014-12-3
2349,51023164,2016-12-19
2350,13369494,2015-1-26
2351,97259756,2016-1-21
2352,79927681,2014-12-1
2353,79558109,2013-12-21
2354,03809484,2014-4-27
2355,27891279,2014-8-28
2356,31818589,2015-7-14
2357,16399619,2014-2-4
2358,99857531,2014-2-9
2359,40586460,2014-7-20
2360,56777328,2014-10-11
2361,61509923,2013-11-17
2362,38193435,2014-10-8
2363,81898822,2013-9-16
2364,49930731,2015-4-22
2365,29320738,2013-11-5
2366,34724283,2016-8-1
2367,93994167,2014-1-12
2368,58372005,2014-4-25
2369,82376353,2014-8-22
2370,09264097,2013-6-0
2371,23258085,2015-2-18
2372,55060178,2013-1-10
2373,48233284,2015-5-6
2374,18898988,2016-7-24
2375,68828415,2016-4-20
2376,39448008,2015-12-13
2377,15553826,2015-3-3
2378,26691556,2016-8-22
2379,19894913,2013-5-2
2380,38953705,2013-11-10
2381,97279444,2015-10-14
2382,05369189,2016-5-9
2383,87383980,2016-5-28
2384,99670487,2016-6-27
2385,97189489,2016-1-1
2386,58930206,2016-9-10
2387,58063720,2013-11-3
2388,10046609,2014-8-25
2389,12886339,2013-10-2
2390,29906384,2014-3-17
2391,69479391,2015-6-12
2392,81989843,2015-4-23
2393,79475416,2016-8-12
2394,08597218,2013-6-11
2395,96911855,2013-5-17
2396,84983278,2016-10-2
2397,53592619,2015-2-28
2398,75270471,2013-9-21
2399,59265000,2014-2-24
2400,42180165,2013-12-0
2401,07257428,2015-8-8
2402,66435046,2013-7-22
2403,57201737,2015-9-23
2404,10166670,2015-3-23
2405,29865148,2016-7-2
2406,79457964,2016-4-24
2407,56205560,2013-7-7
2408,11534382,2014-7-20
2409,56970959,2014-1-19
2410,07861615,2015-6-22
2411,49904608,2014-9-26
2412,14584722,2015-2-6
2413,43369130,2013-1-11
2414,29901836,2016-8-23
2415,53591432,2014-1-22
2416,23338935,2015-9-19
2417,20314321,2013-8-3
2418,98742000,2013-1-11
2419,74099288,2013-2-18
2420,61268601,2015-6-21
2421,82085783,2014-2-27
2422,32512721,2013-6-5
2423,64763041,2014-2-3
2424,16494039,2014-5-11
2425,65125035,2013-10-28
2426,82129216,2015-5-25
2427,33184471,2014-1-1
2428,60429865,2014-10-10
2429,21022009,2015-9-9
2430,21435408,2014-10-4
2431,71108209,2015-7-0
2432,76149491,2015-10-21
2433,50949848,2015-12-1
2434,09991393,2016-2-27
2435,02361507,2014-9-9
2436,24583563,2014-12-18
2437,88190136,2016-11-8
2438,16676035,2016-9-26
2439,83848368,2015-1-14
2440,58920271,2014-4-20
2441,06430390,2015-3-5
2442,37033791,2016-4-14
2443,84902355,2016-5-14
2444,67720440,2016-11-18
2445,01684833,2013-9-13
2446,37802962,2013-11-18
2447,27300713,2015-3-10
2448,42447934,2014-10-15
2449,09066404,2016-3-22
2450,75299460,2014-6-11
2451,73972491,2014-5-5
2452,25565576,2015-8-13
2453,69493486,2016-4-10
2454,31366915,2014-2-12
2455,10306355,2016-1-18
2456,06018881,2014-5-8
2457,19895765,2016-8-11
2458,57133585,2013-9-10
2459,08071489,2013-10-25
2460,35912986,2014-10-22
2461,50656714,2013-10-28
2462,87738950,2015-10-16
2463,58559757,2014-3-6
2464,49250040,2015-1-5
2465,44566890,2016-1-27
2466,18957581,2013-4-13
2467,48656781,2013-2-12
2468,21521078,2015-3-24
2469,08282651,2016-11-25
2470,06358914,2016-12-2
2471,08876272,2014-7-11
2472,04042002,2015-9-5
2473,36031430,2013-4-20
2474,60880120,2015-9-20
2475,71480529,2015-11-28
2476,39832035,2013-7-5
2477,68697903,2013-7-12
2478,10416256,2015-9-4
2479,43712438,2015-10-2
2480,21435903,2014-6-6
2481,96260887,2013-4-11
2482,46708201,2016-10-23
2483,21435903,2016-11-7
2484,97536026,2014-10-23
2485,80921047,2016-3-27
2486,92097087,2015-3-24
2487,43596068,2016-9-27
2488,01585212,2014-9-26
2489,89106667,2016-11-10
2490,92884782,2016-8-15
2491,68351186,2014-3-22
2492,21249480,2016-12-6
2493,05007642,2015-2-3
2494,47532862,2013-6-9
2495,44489912,2015-4-25
2496,69774741,2013-2-1
2497,85977439,2013-3-21
2498,23919410,2014-4-22
2499,57912210,2014-8-0
2500,64461934,2016-10-12
2501,25435695,2016-9-27
2502,36484988,2015-12-23
2503,09731964,2015-11-10
2504,93874431,2013-10-23
2505,53067739,2016-9-13
2506,56006089,2016-2-4
2507,64142515,2014-10-18
2508,96308440,2016-7-24
2509,66966610,2015-11-5
2510,81965404,2014-12-5
2511,22786897,2015-9-9
2512,57540707,2014-5-4
2513,41162953,2014-10-13
2514,59359287,2016-10-8
2515,61207242,2016-12-23
2516,10554393,2014-10-20
2517,54307031,2016-2-18
2518,88446498,2013-10-0
2519,18978153,2014-8-24
2520,40768104,2013-11-13
2521,34377877,2013-5-7
2522,33252331,2014-12-23
2523,62483870,2015-4-22
2524,01336390,2013-11-21
2525,25635983,2016-5-21
2526,54982151,2014-2-18
2527,52279829,2014-4-20
2528,96616836,2014-12-17
2529,92186650,2016-8-28
2530,40292516,2015-4-8
2531,31536544,2015-8-10
2532,14626261,2015-6-4
2533,15591434,2014-11-28
2534,83202357,2013-9-7
2535,01785493,2016-11-21
2536,23264710,2014-1-12
2537,53040429,2016-7-27
2538,52202382,2015-10-9
2539,75739905,2014-5-10
2540,82702166,2014-2-25
2541,69614003,2016-3-11
2542,29758024,2015-12-5
2543,84453504,2014-3-19
2544,52878093,2015-12-2
2545,48923228,2015-11-24
2546,30404146,2013-12-20
2547,66983242,2016-12-3
2548,60129732,2013-1-8
2549,33639020,2015-1-24
2550,56863781,2016-9-25
2551,38882627,2015-4-15
2552,65298448,2015-9-26
2553,35694397,2015-12-24
2554,70896825,2015-6-28
2555,80568867,2013-12-7
2556,46523013,2013-8-8
2557,07037277,2016-1-6
2558,78335829,2013-9-14
2559,67326384,2016-5-18
2560,20338450,2013-12-0
2561,55448727,2015-8-19
2562,92260012,2013-2-16
2563,78182488,2013-11-27
2564,53630523,2014-3-28
2565,07108665,2016-7-15
2566,50623960,2015-3-14
2567,06604279,2015-7-23
2568,40295901,2014-3-19
2569,05436139,2014-8-14
2570,71010278,2013-9-5
2571,07302683,2015-8-22
2572,70080453,2015-9-4
2573,14179523,2015-5-2
2574,30201132,2015-12-28
2575,38301821,2014-4-27
2576,12376093,2014-11-21
2577,64329695,2014-3-19
2578,88247434,2015-7-12
2579,10780716,2015-9-8
2580,21235761,2014-7-2
2581,48157892,2015-2-26
2582,72909653,2013-4-10
2583,27325004,2015-3-9
2584,57745235,2013-4-15
2585,60991814,2014-12-8
2586,09235238,2015-11-7
2587,01964801,2016-11-16
2588,10642864,2013-10-8
2589,13760665,2015-5-25
2590,78582962,2016-10-22
2591,70824091,2016-3-21
2592,85871426,2014-6-22
2593,43044867,2013-9-15
2594,26021768,2016-9-28
2595,97807624,2015-3-0
2596,71474301,2016-6-16
2597,51756182,2014-5-7
2598,64142515,2014-7-24
2599,28313199,2013-6-25
2600,34211286,2015-10-3
2601,72593044,2015-12-1
2602,77072303,2016-4-18
2603,66701349,2015-6-6
2604,93769462,2015-5-25
2605,85467510,2013-1-15
2606,29256061,2015-9-12
2607,03444837,2014-4-13
2608,84766873,2013-9-15
2609,16287574,2013-3-4
2610,58574206,2015-7-2
2611,25652166,2016-9-7
2612,27577735,2013-10-28
2613,19254178,2014-12-25
2614,22473384,2016-9-13
2615,18602741,2016-11-14
2616,11158475,2016-1-28
2617,28928210,2016-3-23
2618,68427048,2013-8-13
2619,24512263,2013-3-17
2620,39709472,2016-5-19
2621,01559734,2016-12-27
2622,64356982,2016-4-24
2623,40252408,2015-6-6
2624,45283903,2014-6-24
2625,68730288,2016-3-22
2626,10482146,2015-7-2
2627,03608173,2014-11-13
2628,60824598,2015-12-17
2629,12894836,2015-11-2
2630,22919524,2015-2-24
2631,98525252,2015-9-6
2632,75996812,2014-6-20
2633,20083074,2016-6-12
2634,06336548,2013-6-19
2635,24888841,2016-3-16
2636,83601018,2014-4-16
2637,92362559,2014-2-9
2638,33985876,2015-12-14
2639,81060846,2016-9-22
2640,21235761,2014-12-24
2641,51597577,2014-7-11
2642,93070992,2016-11-9
2643,35225451,2013-8-5
2644,88829721,2015-6-4
2645,82335604,2015-4-26
2646,16623017,2015-12-19
2647,94525914,2016-1-23
2648,62687384,2016-12-2
2649,50825694,2015-9-28
2650,76910315,2015-12-22
2651,59759954,2016-4-16
2652,11810374,2014-10-6
2653,31876449,2014-2-16
2654,77336782,2013-1-5
2655,29818849,2013-8-17
2656,24013579,2015-11-19
2657,49354465,2016-11-6
2658,34378765,2014-3-14
2659,79211424,2014-1-17
2660,07462520,2014-8-16
2661,26021768,2013-7-22
2662,96929435,2015-12-23
2663,41507074,2015-5-16
2664,11020105,2016-8-10
2665,80980793,2014-4-3
2666,77361261,2014-12-5
2667,74973754,2016-6-19
2668,71199394,2014-4-23
2669,33436197,2014-10-19
2670,52246201,2013-7-4
2671,62052734,2015-2-12
2672,72421346,2014-5-2
2673,51629542,2016-8-4
2674,91405568,2015-10-17
2675,57825556,2015-4-2
2676,28928210,2015-3-17
2677,92333750,2013-12-22
2678,66717897,2014-2-17
2679,23143736,2016-3-28
2680,49025567,2015-5-12
2681,75287879,2016-1-7
2682,81731397,2014-12-9
2683,45099614,2016-4-3
2684,91826210,2014-9-7
2685,74764959,2016-9-13
2686,83411407,2014-2-6
2687,89319029,2016-1-4
2688,81760424,2014-12-14
2689,77727698,2016-12-18
2690,92146739,2015-7-22
2691,23121938,2014-7-4
2692,99390858,2015-9-10
2693,44744989,2013-3-18
2694,44490315,2016-6-10
2695,52987811,2014-3-21
2696,14413042,2014-2-4
2697,15385816,2013-10-20
2698,91088472,2013-5-2
2699,53236931,2015-8-12
2700,16224320,2016-10-11
2701,97865050,2016-1-2
2702,13255475,2014-12-8
2703,10546652,2014-6-25
2704,76426020,2015-5-9
2705,01069122,2014-1-5
2706,54773546,2013-7-10
2707,88407275,2015-8-9
2708,37566121,2013-7-12
2709,39804818,2015-3-1
2710,28644263,2014-5-22
2711,88299629,2014-7-25
2712,53904708,2015-2-8
2713,49924304,2014-2-28
2714,58064510,2016-9-7
2715,70485663,2013-4-18
2716,07451176,2014-5-7
2717,50914976,2015-4-18
2718,31263526,2013-4-8
2719,19675811,2015-8-22
2720,24990645,2013-1-4
2721,34005829,2014-3-0
2722,66883569,2015-10-13
2723,90105838,2013-6-27
2724,28722326,2014-4-0
2725,70289195,2016-7-11
2726,79689950,2015-1-12
2727,52268829,2016-11-7
2728,06447971,2015-6-27
2729,54774270,2016-7-9
2730,67646025,2016-12-16
2731,46194478,2014-4-20
2732,83099802,2015-7-7
2733,27356599,2013-9-1
2734,16668509,2013-2-7
2735,93044132,2016-4-27
2736,99670487,2013-3-9
2737,25099621,2013-3-21
2738,99822491,2015-9-3
2739,30909960,2016-6-17
2740,38691976,2016-4-3
2741,36655705,2013-1-26
2742,31700881,2014-2-15
2743,75516165,2013-11-18
2744,97938746,2014-12-26
2745,31809778,2014-4-22
2746,31689510,2013-6-15
2747,11042069,2016-9-19
2748,96407095,2016-6-0
2749,35529889,2014-6-15
2750,52934707,2015-1-14
2751,77376395,2015-12-14
2752,72430473,2015-2-2
2753,79503637,2013-11-11
2754,29595952,2013-11-21
2755,53403244,2015-10-28
2756,39665135,2015-1-14
2757,40723422,2014-10-21
2758,40252408,2014-8-18
2759,96438449,2016-8-18
2760,93252904,2013-1-2
2761,27740691,2015-10-2
2762,33552030,2016-6-26
2763,86325327,2015-4-22
2764,64568923,2016-8-22
2765,86860564,2013-3-11
2766,78711614,2014-9-2
2767,63094516,2016-1-9
2768,44439452,2013-4-20
2769,88755469,2013-5-25
2770,35521108,2014-11-21
2771,76335073,2014-4-19
2772,98746320,2015-2-5
2773,55760628,2016-12-3
2774,42988887,2016-2-3
2775,77746655,2014-4-17
2776,50432088,2016-10-4
2777,35568612,2014-10-20
2778,26740323,2016-4-6
2779,85810801,2015-5-10
2780,21496639,2014-7-24
2781,51482622,2014-9-21
2782,83848368,2015-12-12
2783,01438087,2016-2-23
2784,56548265,2015-10-1
2785,68931608,2015-1-17
2786,01820358,2013-6-22
2787,24759029,2014-5-26
2788,90931587,2015-12-13
2789,46708201,2013-3-16
2790,06856825,2014-1-18
2791,81669576,2014-11-13
2792,60092258,2016-9-1
2793,89096109,2013-2-18
2794,62910501,2015-6-18
2795,45641243,2014-7-18
2796,29347379,2015-8-3
2797,99724035,2014-4-9
2798,53477591,2016-2-5
2799,87408970,2013-6-9
2800,30880140,2014-3-19
2801,50426094,2016-5-5
2802,71130988,2014-10-20
2803,49281804,2013-5-1
2804,12693725,2016-10-11
2805,92920667,2014-1-28
2806,44569362,2014-3-21
2807,39087885,2016-9-11
2808,38660561,2015-11-12
2809,72348157,2015-10-22
2810,64329695,2016-1-18
2811,09011372,2014-10-13
2812,32942151,2015-2-23
2813,70713183,2014-5-15
2814,72217679,2015-6-7
2815,95797244,2014-10-11
2816,63755312,2016-2-12
2817,58036271,2016-1-3
2818,97596362,2014-4-11
2819,84946792,2013-7-25
2820,17149472,2016-8-9
2821,62994488,2016-7-24
2822,31750634,2016-11-15
2823,93709924,2016-10-1
2824,58778573,2016-3-14
2825,71377384,2015-1-6
2826,00755852,2016-2-24
2827,82759019,2016-1-5
2828,13361447,2016-4-22
2829,72788705,2014-5-19
2830,55145375,2016-12-8
2831,08465537,2014-6-6
2832,35990913,2016-1-19
2833,30191901,2013-3-20
2834,10212187,2016-12-1
2835,35232807,2016-1-0
2836,65521448,2016-11-8
2837,39893523,2015-3-15
2838,04208821,2014-7-5
2839,27953637,2013-10-22
2840,33694858,2014-9-1
2841,83740623,2015-4-2
2842,21035168,2015-9-14
2843,99840575,2013-12-1
2844,65849127,2014-6-7
2845,06242188,2016-11-3
2846,10651512,2013-2-20
2847,23736211,2015-10-14
2848,56920531,2015-6-9
2849,22862215,2013-8-16
2850,59954747,2016-10-12
2851,92591991,2014-8-24
2852,02982683,2013-4-9
2853,19901815,2014-5-24
2854,78541398,2014-11-13
2855,94564101,2013-11-9
2856,85575800,2013-7-4
2857,09562495,2014-5-23
2858,86938480,2015-7-15
2859,89660530,2014-4-13
2860,74994430,2016-9-5
2861,28076356,2013-9-17
2862,19440553,2015-2-23
2863,95205182,2016-10-12
2864,62387977,2016-4-20
2865,91722593,2016-12-27
2866,14210235,2014-11-20
2867,88974891,2015-7-0
2868,41144387,2015-6-27
2869,57569931,2014-9-9
2870,42151429,2014-2-23
2871,86082066,2015-3-24
2872,18307104,2014-9-11
2873,93720005,2016-6-22
2874,75880952,2016-8-13
2875,76345730,2014-1-27
2876,12081500,2014-1-28
2877,05585836,2013-1-12
2878,66770395,2014-12-19
2879,82388059,2015-10-1
2880,75110745,2014-6-7
2881,99877314,2015-12-15
2882,95470874,2015-1-26
2883,68600397,2013-6-27
2884,21959768,2014-4-9
2885,06252011,2016-6-1
2886,19172072,2013-5-27
2887,44578147,2014-4-17
2888,46240458,2013-3-1
2889,73813902,2014-5-3
2890,69598853,2014-3-7
2891,08412206,2013-1-20
2892,36020805,2016-3-4
2893,49750451,2016-2-7
2894,87152388,2014-10-15
2895,30070531,2013-9-13
2896,44351322,2016-6-4
2897,60929305,2015-6-14
2898,90674328,2013-7-25
2899,07523352,2016-8-2
2900,15855025,2015-9-2
2901,80077907,2015-10-18
2902,02554971,2015-1-15
2903,64466585,2013-9-11
2904,99634322,2015-1-18
2905,86856526,2015-9-28
2906,49272878,2015-12-8
2907,11291550,2016-4-1
2908,65197215,2013-6-25
2909,27107258,2016-5-24
2910,11453356,2013-9-24
2911,97007929,2013-7-14
2912,87847594,2016-9-0
2913,97214753,2013-10-12
2914,88955158,2014-6-10
2915,72233821,2013-9-1
2916,19286807,2014-8-4
2917,68915513,2016-1-20
2918,22919525,2013-3-10
2919,54307031,2013-9-1
2920,98331021,2013-10-24
2921,01380659,2016-8-7
2922,03572607,2013-7-26
2923,57497631,2015-2-20
2924,16486063,2013-9-14
2925,33714231,2013-3-5
2926,65837503,2013-8-4
2927,81053849,2016-8-13
2928,53302758,2014-6-22
2929,33666199,2013-3-27
2930,52959284,2013-1-20
2931,14504492,2014-4-26
2932,52515460,2016-4-6
2933,15946339,2015-10-20
2934,27599255,2013-5-20
2935,68867187,2016-1-19
2936,30310045,2014-12-10
2937,05954870,2014-1-8
2938,75147531,2013-9-7
2939,62168245,2013-8-11
2940,32781233,2016-1-16
2941,79315552,2014-7-3
2942,19272628,2015-12-10
2943,71440835,2016-6-28
2944,41469629,2013-12-7
2945,70931320,2016-5-17
2946,49904608,2013-8-7
2947,04395585,2016-5-2
2948,56388918,2014-12-19
2949,61069252,2014-7-16
2950,92289745,2014-7-20
2951,48180098,2013-1-23
2952,19692754,2016-7-4
2953,42549128,2015-10-27
2954,46044153,2013-1-9
2955,53327437,2014-8-26
2956,27300713,2015-1-27
2957,81704835,2016-10-3
2958,21489807,2016-6-21
2959,97097704,2015-10-8
2960,44744989,2016-3-11
2961,62687384,2016-4-18
2962,60277085,2013-8-26
2963,87885708,2015-9-1
2964,25698719,2014-12-12
2965,54308683,2013-8-0
2966,42126792,2013-6-7
2967,18072355,2016-12-4
2968,10940689,2014-1-10
2969,35564383,2013-9-20
2970,51218600,2016-4-10
2971,57481076,2016-5-22
2972,75739905,2016-9-0
2973,34667350,2016-10-22
2974,63380805,2015-12-0
2975,95452789,2016-11-13
2976,12673423,2016-5-14
2977,89791523,2013-6-24
2978,61346118,2013-5-11
2979,27693295,2013-2-18
2980,24133465,2014-1-8
2981,51377882,2014-12-7
2982,75719371,2016-8-16
2983,61278968,2015-10-8
2984,44954813,2014-4-8
2985,74546262,2013-4-8
2986,08474408,2016-9-16
2987,38211012,2014-9-23
2988,06447971,2013-11-8
2989,05542498,2014-2-21
2990,71873463,2013-4-8
2991,48078398,2014-2-10
2992,47925147,2013-8-1
2993,26744261,2015-5-15
2994,19792731,2014-10-5
2995,86180850,2014-12-16
2996,07569077,2014-2-18
2997,37451787,2015-3-6
2998,09468000,2014-10-3
2999,35000093,2015-2-20
3000,53552125,2013-6-11
3001,41345345,2014-10-14
3002,25325258,2016-6-22
3003,61644523,2013-3-27
3004,21327558,2013-11-14
3005,86925688,2013-3-5
3006,38077611,2013-4-3
3007,24273605,2013-10-10
3008,52451575,2015-6-11
3009,95839417,2016-5-23
3010,89157806,2014-4-7
3011,78600735,2015-2-20
3012,31269879,2016-10-11
3013,46732503,2013-3-9
3014,78001880,2014-3-21
3015,27392007,2013-9-27
3016,34133029,2014-6-7
3017,69337556,2014-6-27
3018,90932497,2013-2-5
3019,24759029,2015-2-11
3020,18234972,2015-2-27
3021,50918169,2016-4-3
3022,22089366,2015-6-1
3023,53513783,2014-7-17
3024,80031702,2016-8-24
3025,48725983,2013-2-5
3026,87718081,2015-6-26
3027,71808170,2015-8-27
3028,58087562,2013-4-8
3029,93960838,2016-7-15
3030,87527798,2016-1-19
3031,95349559,2016-4-8
3032,84485965,2015-6-7
3033,34138079,2016-2-12
3034,46737607,2016-11-10
3035,70538077,2014-5-23
3036,53845304,2016-7-27
3037,42832031,2013-6-13
3038,44389086,2014-3-8
3039,87146216,2015-10-8
3040,09611253,2016-3-2
3041,86621893,2016-11-20
3042,19803823,2013-2-21
3043,22760789,2014-7-4
3044,78616765,2013-2-16
3045,19415121,2015-8-5
3046,17032323,2014-11-14
3047,41128783,2013-8-16
3048,29051059,2014-12-8
3049,95949578,2014-9-27
3050,95011822,2015-4-10
3051,05782725,2014-11-10
3052,97807624,2016-1-22
3053,14004101,2016-3-23
3054,04390115,2013-5-13
3055,20917809,2016-9-4
3056,00040335,2016-9-23
3057,71040557,2014-5-12
3058,93665571,2016-12-17
3059,16304553,2014-4-8
3060,24674495,2016-6-15
3061,81905124,2016-7-14
3062,01739200,2015-7-21
3063,70372028,2015-12-15
