DNI_ponente,Cod_capacitacion
68427048,3649
88755469,2918
82676485,4843
37964432,3123
96878346,2386
43913514,682
87481927,875
50969914,3711
99519730,2209
40202308,3137
18483131,3579
78388685,3451
19490346,127
46825519,3792
33107373,1493
38445952,3263
96848746,2873
48894088,1028
91089755,2320
60030012,3394
12429776,2905
79827703,2330
26661110,1764
79615773,2205
11422198,1813
56147923,3583
75937257,562
78188431,3661
42875306,1809
65431325,3825
40020058,358
95766609,1149
91499174,974
61421264,2300
38149562,1329
56654599,4352
85558891,1123
19762867,719
07970745,4076
50912980,4564
19446887,971
52922015,2635
98119907,1534
02641037,1278
44596113,2806
33666199,702
06320486,3544
59546582,1396
65913057,381
11736063,4164
63924708,2095
08973937,3648
39498122,1551
88721593,3809
23079858,4996
64362489,2870
97688277,4225
26472410,1556
81013771,4505
48385870,1808
33599254,4290
14330963,1828
68718465,714
63762125,3704
01463525,4625
43465352,509
12109685,4089
17421774,2642
92346544,1229
19369271,2620
86239234,2528
38857901,4897
13841265,3699
74694530,3866
43917193,4289
64372735,1869
94148865,888
66435046,4118
14322354,4626
78188662,4049
06842318,3395
86450253,3675
72163352,68
01791534,4476
25435695,472
43513497,3875
02990923,291
41345345,1106
62497720,1579
16765401,3548
03291311,3350
19762867,2151
33240098,1818
44940943,2193
28414308,444
00000812,3399
98535284,3505
81071590,4027
02723115,1095
85947984,2575
34266105,1952
83770776,920
00872280,2927
24525001,2587
67429588,3351
80916611,3078
70763844,4256
06604279,2292
73908082,4203
46452067,3871
40233945,3433
55071413,1190
13319009,2049
42938970,1864
79457964,3721
25882018,2416
01058665,2241
59512759,621
24674495,1714
66423195,2379
03917495,695
73680367,4471
53997110,2040
16677278,2378
58087562,3953
06069601,3595
21348943,1223
86027404,4325
18106047,1355
13532638,473
18090761,1980
91136727,3453
36967675,2577
99458323,3446
04526889,3635
95809800,2061
61615007,2636
65091267,634
28610778,999
07721087,2271
42266199,613
49374703,2339
45523249,2004
55215262,4165
25612705,557
06669293,4787
70607888,3879
33278083,815
37841015,3667
38522684,2100
71026658,87
69949664,2986
34874685,3397
43637608,3751
97764252,2985
80247192,701
38587160,4593
86720195,3139
81436695,2409
81979389,1308
52429461,4647
51696879,3208
93125490,688
73185044,4983
78993644,4637
01102017,4362
41783188,300
98428360,3800
03288352,2321
45726630,4446
38811605,4926
02627940,256
63540244,892
65431325,2469
62473662,3405
35026633,325
56312973,2577
78811726,2931
47417200,261
18314700,325
09562783,2702
96963669,974
44754953,4740
72985537,3052
51935908,2326
48819256,3719
55248315,1702
60879887,4476
70726784,1427
27541035,3600
32989599,3428
71948066,4237
01433502,163
58175937,1975
23026754,1435
28068607,1674
03007297,4691
11292608,3493
58864013,3775
03388285,2844
72384984,1748
84685199,1057
93792177,4595
95040944,2396
85307015,1536
49785340,855
12946936,3978
14985045,2321
63759949,3612
11374614,917
73339474,2948
42415029,538
11241441,2944
23617773,3423
39287235,3280
05682411,4172
85081724,535
38786007,1182
18603742,3467
26221449,2505
34379956,3632
40448906,1319
04736045,1156
45694984,1752
41988152,641
20222215,1168
42417668,2965
12952756,3934
37433066,3441
06064322,3980
07847956,1329
52703617,4454
51195166,1085
86110212,4699
27740691,1920
91004873,2260
70520344,1916
95524685,3162
41785452,4925
88628775,4193
41848957,288
20546758,1860
69047518,4772
38751658,1866
66004144,856
10046609,2639
39765712,1702
42717468,1754
06542790,435
38418892,44
53124244,1362
75478727,4259
84160909,2237
18374088,2703
43637608,1392
55205208,4080
06419565,4962
49990702,2637
54342015,4439
87049361,4299
13658271,3053
41492591,185
96900626,1737
62399354,3894
71651065,1097
58680327,2231
51985608,2596
06525031,3443
40463629,1615
93833808,3347
47941636,747
92754259,1039
19352934,2424
56863781,443
12355176,883
57467128,3511
09235238,4385
00670354,43
40360870,1988
41339026,4646
06480061,1933
22459055,3249
92146739,4719
98339329,714
58131994,543
78825752,694
10421508,544
86192805,3351
47352291,1762
52684874,1185
76232346,1240
60543439,2934
23207046,4745
58769478,3100
08875511,972
34463782,3874
86027404,976
72740819,3786
51650053,1520
69751951,4735
49504846,2617
88890982,4705
47374886,3515
88431153,2482
91641723,4554
58499937,628
47668652,4716
61663781,2773
19509539,4244
11158475,3898
22901149,1324
18732184,825
87597634,1248
26583448,2053
68487115,1815
42630363,1184
17295676,2217
61731139,3946
75153395,298
68954957,3715
99891066,96
38052658,2000
47005070,4257
61321351,625
53339139,4702
53552125,1422
92871663,3647
83571475,2384
15342774,4563
49526120,4017
21048168,1225
51704171,3515
40910360,2443
09848463,1879
89386187,3890
79516702,299
23760568,1289
47860291,1502
48337090,4776
11596411,401
38919749,4354
47883017,3209
53232693,3127
00000812,4249
09556316,30
74356748,1774
45364808,4820
35664504,3754
83272493,2751
57403465,2709
56662866,2580
17482162,3331
06525031,1659
18158944,768
56161045,4664
88289269,3618
77225438,697
29592455,4723
53603497,2421
65919476,2867
83337138,4943
83162921,1411
53165349,1283
71799922,1083
80557364,2150
50001106,2027
77635856,3153
38052658,1304
94306058,4247
28062320,3952
54754237,4594
70202440,633
52680123,4397
97540434,467
76799399,2033
34126789,1974
96236240,4328
96782661,796
70310148,1254
74326551,997
35773073,2024
95797244,2191
11266046,1086
79602918,2693
05965388,1919
67811535,1948
18220116,567
51131498,3156
29133877,4290
54968422,839
21557203,3311
85230948,1004
44173256,3902
73992260,4603
14876886,32
91144539,2617
98989175,4977
12614107,3585
88840810,3303
31626911,453
48387135,628
65913057,3088
58321892,4983
09744575,3865
83802631,1220
19002490,4652
95789151,222
31038277,4875
33719727,3810
43348670,3337
02728207,1430
10030466,899
71954192,762
85723226,1527
71792861,3467
05251419,1991
62736793,4381
19154193,1644
95935565,2676
86274746,2693
72082720,2917
82172173,1132
27178668,4355
62703321,4968
06682403,1837
21281470,3359
55161374,611
32910139,2379
27731412,1447
92586371,3142
54475253,886
66187662,362
15708458,1565
53232693,3688
07778130,1571
55689406,841
02361507,3727
22636939,332
83697377,4332
31405517,2599
15643026,1309
55648697,789
15488204,1569
65513741,4645
58838095,3426
33233647,4283
64678525,625
36600916,2283
61174967,708
87770267,4135
62896105,3705
78692378,3120
03598228,4654
67218217,3219
69493486,2809
76792056,1508
18010886,3129
81183607,2391
65446741,1817
81057232,4067
07306442,3880
75210824,2259
55169555,700
12072569,4399
06069601,3218
79594860,39
74701062,1215
92344063,2059
71155112,669
16326090,1207
37979681,2449
03959675,2597
52265185,2716
63053381,277
41144387,1082
77722914,2480
81858728,399
17831379,820
00586116,3338
21915666,211
44705829,106
70898230,1183
70760763,2467
90565822,4894
64763041,1225
91835782,1614
10860447,1521
52983340,4252
56583651,1905
51503294,123
68169133,2931
42089012,4301
98995643,47
96236240,2134
41143728,341
21249707,3997
33948569,1652
76792056,4472
01524197,1126
72449487,2255
65322116,1819
65329932,2377
36297194,786
75325523,2578
93478324,216
46196984,3382
92254926,3008
40331309,2829
47808877,4157
03313099,4144
21035168,1365
40980423,2649
05545148,1025
65917057,3489
39117336,1487
19272628,855
76173531,966
34944655,2999
16399619,1215
35547760,2147
86428273,4630
87877160,930
15904681,4565
84315301,2046
49621225,2779
18160302,4572
71000869,2036
43531312,3513
01430575,4342
50992765,1565
79275306,4099
23991460,1839
28699905,2006
71199394,4522
20339266,1767
88829721,2356
46353628,4903
11020105,388
76220897,4749
96922801,894
45922605,2680
44805572,3024
73052587,4039
69139819,4130
65301106,4892
85230948,1914
23855698,820
34236167,1761
63362780,1296
72775132,3751
41492591,656
09863991,4461
47314423,2097
87271908,2731
52866919,4987
13105285,2079
02796600,443
28014581,3736
35232807,2994
79828342,567
92292538,2617
35528814,3230
09123622,3939
03955173,2616
55798087,3978
99395525,3298
84051279,3827
90474685,1546
07765651,312
12220622,4124
39480962,4255
04953542,671
22540431,2659
31809778,1885
06835772,4977
66520568,4892
49079325,1286
28632709,1032
18010886,817
76323575,460
40448906,1369
58496310,781
34284989,574
05959379,1121
64288048,4309
00211012,3890
15088153,1449
94744835,2318
76224714,320
62707973,1114
41608618,1656
33482365,2891
63009348,1832
55935874,3167
31160378,277
17201513,148
46193341,1441
68506585,1842
50755336,2313
35431283,4254
65657888,4561
88134526,4242
89787751,4057
13375972,2823
71552954,764
43913514,4674
66423195,2647
78270123,1714
95710646,545
53088553,4832
54991564,2564
38646445,3820
99563382,4965
15790560,2373
91459816,4979
49110461,252
32455010,2475
33948569,3255
26806764,2407
83272796,2261
33354407,1367
34812008,3295
19792731,2204
74041287,4845
20843182,3946
76813549,1276
16541869,3713
45299413,3219
24646434,2112
09429372,2309
94818679,4923
18314700,4335
19760509,3408
75330802,282
42184234,20
45124021,338
55825284,830
24689971,3105
78441773,1346
16954961,4841
19895765,1683
26071317,3154
85161038,2566
93415064,427
35010435,3318
76079649,4473
09229735,3001
29579496,3344
57366292,2751
94157836,3576
84152003,2522
10817186,3215
21193534,1603
27045384,4091
67003110,1975
69636364,4593
02537659,1402
46231306,407
91413793,473
15371140,4999
91676168,1274
07970745,3384
19354721,4633
83031704,2037
97358184,1707
78616765,2861
20242479,3584
41296251,285
67242836,101
10222725,4489
30501067,1013
46339234,2088
40021669,1830
20042305,4088
77603022,4682
63512505,2446
04264215,1263
02431962,1584
80739625,263
23973503,4634
78519548,1940
84422080,3903
18682567,1275
96255086,2064
45476022,4918
31244292,4806
41880131,637
58816211,1051
88874306,741
78907189,2475
09182891,578
86943670,4084
15488204,2104
25462901,4090
28674647,642
50745128,2042
06685915,3923
43197744,4459
93125490,135
31536544,4280
55682630,4429
28841367,3688
85585279,2332
06813812,238
78527803,1230
63776545,1201
83752108,3986
70780291,2
77502688,953
41469629,1163
74694530,521
48540337,1882
52265185,4151
57787459,3699
41523038,4217
13984585,2043
52458490,4769
55418144,1417
34298569,1823
53176162,2879
46939133,720
71478222,1214
25785437,4365
54184034,2149
34961065,3013
92103355,4618
01292641,1518
87405140,682
61390824,4194
12799292,2660
42743797,3713
63999391,1114
63403283,1787
10561431,3288
91641723,538
89181704,4369
18693955,1599
77783887,2316
69493486,4504
28164223,3987
88708582,4130
62176856,107
84934258,2810
66212718,4022
10940689,1523
39985056,3120
10421508,2737
62760719,1424
25127046,3117
31284190,840
42586497,2232
45064655,2617
76465991,3496
72710272,1148
52246201,2104
13430196,4573
08432210,1444
11512750,4587
40228575,1822
19696857,3964
87586798,2995
95656545,1286
81731397,4023
63281207,2961
24098214,2423
64031490,3500
61344042,1714
19744990,4838
63213687,2403
22919525,4563
03463388,3825
99954141,2094
54690799,169
04245598,2229
08753723,1642
95288401,1689
97865050,981
95545642,3073
13833075,686
61663781,4849
65737914,2540
08434989,468
51355736,4466
86100184,4466
50432088,2645
32283420,4081
72112612,870
46088608,4444
83048075,4208
13283069,3031
76468993,4218
80193568,3191
89212003,4048
99127581,2908
52959284,3652
44802429,547
81974023,1106
78326907,447
33185505,4025
50148786,147
56595672,2999
17482162,4493
86519556,1756
55060178,4909
73677172,1963
79112062,4519
27271447,365
72964379,4085
85274522,327
97793261,1851
75580376,4751
51660786,172
45313696,1117
28288879,4135
05432230,4589
94335176,3165
16045014,1214
52987811,1457
20475578,4300
42220743,287
96399177,3364
27489440,148
14646687,3868
73567009,847
46044153,2580
95771700,4527
63360336,1449
95928567,893
65311694,4375
72666988,4061
47365611,3366
40960768,1552
95935565,2589
20966787,3903
61858819,3432
03873036,4504
85744398,1700
04433554,1878
65728747,1591
16494039,2469
77113210,423
64650054,4206
35927136,4400
55107797,791
74131422,2832
20672493,4091
14126883,4783
39900022,2132
74360025,1356
01785493,614
59247121,2930
39915204,2937
69794044,2476
12125945,2903
15504366,3892
98730433,942
98119907,73
26497515,3892
13833075,1600
26757448,4600
05837478,2240
94227244,3336
63771430,2038
31465558,748
58636617,4207
42940470,887
16311130,2834
14026458,4472
58714326,1344
39985056,3433
29923099,452
36465423,2257
18010886,875
39162081,1350
17831433,2185
51391912,4613
48860765,2345
97144288,2800
61721608,1121
39592236,1833
43504212,1264
48679504,170
72403785,4250
90361454,3464
18751352,3369
70898230,3535
05921841,1272
47752762,698
28807458,1942
91459816,975
15929355,702
47860291,1256
45096432,1241
88134526,134
25716902,309
55122260,4043
99397353,1041
79488682,3375
32920602,207
04324237,4941
38058159,88
47591236,102
62514858,4269
14681484,1212
97863634,4201
04826403,4394
69148611,4128
63195330,4303
84934258,1059
46764284,436
31990745,2757
66938637,646
10414172,1396
06526695,3145
12605289,3565
43203464,4235
48552803,1564
89886652,2718
97296573,2842
00949193,1101
62850824,1117
86720195,3298
82428911,2498
25788247,4671
43149522,4743
54722424,2629
85254816,938
28657550,355
75311132,3649
68235188,1641
09432083,2939
43177423,2219
91179159,1566
25934003,4393
71794528,219
71984594,2803
03388285,2341
71725513,4286
61167406,2759
01353986,4748
06584271,416
47775485,2706
43531312,2005
01190758,1392
86111386,2914
56462240,572
58920271,1614
18677707,3061
79288293,433
88047943,3940
43643522,4300
53729138,4694
21447380,548
53312590,2833
71270645,4290
12500138,2161
65259106,2663
22707200,117
26022720,4281
66806578,4379
09738075,2247
22352644,2105
08168663,1800
18707317,3393
42908369,324
04717938,590
67003110,428
94208829,3969
63082791,617
30608278,636
62707973,3440
49913562,3669
76220897,4017
32031308,3476
41353243,1648
69256380,4550
34298569,1864
40641237,460
93314415,3173
38682844,3601
93547030,2538
27555782,4473
94485755,828
19440553,1646
81963751,2949
63837801,2704
50299391,1432
48860765,3845
34743097,1512
62161253,1452
00985715,2881
80961809,4759
72500999,4010
80852842,4761
16628181,4072
56800203,2033
79408071,3907
40689779,928
41507074,2654
13592862,2533
58385690,1209
26687703,3345
24986485,2963
70258026,795
37321547,2215
02402666,340
18737708,954
91981660,2546
53689093,319
39117336,4853
65752902,3375
32487614,3706
58575655,4745
75599705,3369
11522139,4914
70884620,4355
42288654,3844
69616811,1469
59509932,1242
39209915,3987
46522798,2215
49519788,1258
97524983,4428
71450613,839
40718402,2465
31261906,1843
78016425,3930
61342122,4474
19745057,2889
92727657,3779
48688043,1450
85391061,278
51956084,3538
26122051,4805
32396829,363
43390260,4590
85900358,4473
42972318,3453
28490598,1005
21209233,1352
40768500,1336
84152003,2014
23736211,98
88974891,1646
05303900,2036
00843754,2142
92464916,1264
20042305,1484
34005829,520
26379017,4583
81989843,1434
74039646,1166
09978571,2726
13787513,1160
78145045,3911
18284035,4906
71292072,2061
29302451,3218
22786897,4761
50252503,1498
27588483,1642
94184213,4339
89796093,3764
76501696,2710
98770990,3464
46826925,1520
53371105,523
43891387,2158
51848920,3658
92554617,4684
96086772,2184
00975616,521
69923945,2863
04033002,2756
16954643,4955
48679504,2125
98431477,598
97071802,2209
62605034,4991
15203503,4999
42047002,1268
82432486,1058
94116455,1909
14401301,2744
43778909,4240
46586539,4489
95839062,3371
45813011,2021
49879485,1453
24512263,1562
58030610,1735
40362852,710
32078046,2855
39098720,1695
63912371,4190
94955802,4006
65808351,917
92556677,3602
76353724,985
71871905,3394
28608858,128
95190770,4353
02556152,1949
92439558,1086
98119907,2503
00420150,1163
97298755,2688
07430141,2923
20639513,1145
11393882,4742
50979564,4017
48277060,3498
55418144,1516
01353986,2762
10146550,4800
94841398,431
28566949,1744
48746602,4779
68109402,1159
28609226,3448
88029591,4866
75544326,605
26498773,4188
61678275,4449
07430141,4500
41397041,3373
44709745,643
88189005,4804
97590184,1676
68376539,1014
85597186,1427
58861311,4108
52355170,2582
87602917,4568
41406938,2457
61174967,109
64006522,331
50975375,1229
68289895,4243
91412643,2557
83740623,2574
38959904,4965
17683727,506
33404393,378
65658757,40
57397309,1363
68420817,541
61157669,2342
20338450,2063
04078777,3218
69669737,2631
19130524,3196
79138363,393
95309455,186
09611894,2809
86929560,1084
42936895,26
52885016,3601
66259627,3523
47581234,4067
71818375,4427
55488702,2734
87247204,3605
87405140,3093
96072677,4690
58683133,2894
30028383,990
31699942,2988
43917193,1868
82153268,2372
47175497,2270
63034166,1413
78630506,2210
76173531,4181
80823043,1698
72906184,648
11219926,1382
99917291,2446
92419935,1162
43523228,2009
92469255,3202
54023120,878
79099336,2345
06856825,1928
01167569,4745
90425858,1595
37697972,461
39238356,664
21416384,4375
60060872,4757
62052734,798
54062958,3550
12518792,140
65919476,2169
49651827,2888
36065956,3508
65752902,1785
48352500,2987
25908138,4605
55289579,1048
71331351,3272
66770395,4069
99127581,652
38375023,1405
27993233,2284
66977808,2452
54263486,2921
17739925,263
95052843,3352
05064423,716
95420936,666
73680367,35
16494039,4963
07553101,2934
46787505,642
59719529,1622
19542211,1626
73915085,2648
04732074,3129
32512721,3658
39984804,2920
55689406,4848
75110745,3466
63787397,255
46171976,248
52409060,4410
43864743,2900
29906384,3366
08004104,2469
43044867,1487
23486087,1634
79703275,4730
88708361,152
86031434,3244
27182705,4135
68828415,47
95067812,4365
73581069,4249
20702837,1359
39173003,1001
53486590,3180
67821932,3873
70780291,1210
27294749,2999
48688043,1243
01310516,4494
61650984,3947
24332536,2491
94487683,2954
03883735,85
57887955,3989
92884782,498
94113462,1380
82258466,3890
79513049,1956
20337796,698
94306058,3008
33906098,272
25361362,3163
52283069,4249
37073567,4109
74482638,3637
54491400,4320
09422257,3507
42984152,1863
45234326,2068
28841367,78
52860371,1911
03518690,1370
87958706,550
22738072,3398
69207877,1166
13814141,820
45677250,624
06358914,4709
08223637,1095
38203880,1320
44145498,3226
58769478,860
92298627,619
40299083,3030
35449860,1279
95360451,4310
72570689,919
84907952,1697
75509307,358
81950564,4069
87602917,2853
98206980,4314
40424186,1578
38165490,1054
77105201,4193
57912210,3757
66528969,719
76650618,504
96228007,44
14249841,1729
33332354,2995
32260842,2218
99265540,4423
59849194,3087
36136672,1714
15560119,4009
64539897,3399
76499886,4396
78441773,3698
68606720,354
64216422,529
22738072,3014
95365350,80
16623017,3938
09034932,4758
09980745,4151
65322116,763
96576701,4372
46905646,2989
45234326,2672
85090254,4616
20637160,4271
32013715,2709
10030466,2048
14572635,3174
59347963,2003
14649189,2865
97653287,4951
75910259,4888
37511861,773
18231294,2261
41597588,3752
38964882,2647
97215780,4562
99127581,1935
56677656,1692
60601925,1620
26951797,2271
90683769,3688
21413612,3440
13811230,4426
78878223,566
39087885,1813
23908736,2941
39687897,2111
33146401,404
72002243,4992
48342252,100
26021768,3632
81536564,979
61622727,4601
03472402,3471
30955103,1340
05682411,3254
78735589,4119
84752995,3242
60619154,4842
74821937,2189
52518811,2030
97237680,2412
98431477,1550
59974652,2569
07640929,1972
92603683,1885
23895594,35
09289805,3876
36665746,1888
68730288,3561
77829632,2146
03733385,960
35131524,4862
60129732,1163
34579458,715
17015874,4063
53846710,1187
35317069,4590
26954806,4292
84055850,631
92227279,2532
17682203,4573
95239416,381
17683727,3556
61543025,3500
53039362,4554
63674584,285
38811605,3264
23818740,1069
46566058,2555
50672013,4132
96438449,2234
86077720,3094
45143744,4409
67711365,1688
63195330,1354
91459603,3909
05840460,3141
77795259,2080
21959768,4263
51131498,3815
86443909,3932
32417124,684
41620489,1952
80335519,2976
74540666,1242
38058159,2478
17366633,131
00050542,3006
58967283,662
38368676,933
39728844,267
26735640,648
10372971,484
82918591,1458
35748063,1014
54875666,4917
34682673,2078
06113274,3494
32283420,3706
52567764,4891
99620219,2634
50426094,4778
53407419,646
19692754,3658
27315358,182
89106667,4677
73402657,2137
66752943,210
85668910,759
98534046,3721
21545718,4646
15504366,3071
46282011,591
48720214,755
08922129,740
98342936,1950
02685484,4368
43205541,2492
26221449,2216
99271650,2674
74131422,3446
70587742,4201
75441312,382
78589732,4557
87215841,3784
14297437,2914
19293146,3268
47761926,1506
06407349,3902
73936802,2213
38546667,612
07781965,721
50193603,2244
34961065,1346
59512759,716
76812555,4563
77943252,4077
43428260,1099
66432787,880
63924708,600
51677770,287
92455321,798
44582377,2203
38221305,119
27541035,2270
51815860,4804
27065835,2847
85190502,4215
42047557,90
76128384,2256
81979389,935
02396548,2674
12775222,1936
02381424,823
50079737,781
37655088,1536
10506408,2641
58038928,2328
23095028,2342
65095918,5
31758214,1131
06824082,3848
44252081,1686
32542658,1774
61268601,1329
09486274,3936
43485158,2201
05439170,3628
81142753,1735
28758909,1009
30146677,3578
12911253,1289
19895765,2583
80395329,3767
02990923,1064
54755090,2243
72837503,1286
31974600,3877
18872966,1858
00780445,1102
89092515,1033
12762205,1804
34786002,4352
35265552,76
63563585,2588
54336594,1307
45048699,4983
83877370,3738
53256096,1213
31786422,3845
19610252,3983
25724597,2176
10319116,4883
35669649,4594
19219603,3057
03536943,1281
55071413,2086
68437682,3678
09788509,1223
15956010,3877
42070530,1192
86446461,4978
69725670,4133
15946339,1447
77952439,3927
55185310,3976
34627153,4084
66426354,4531
06353409,3559
00633748,2060
58967283,1174
79703275,2059
63136567,4132
33252331,1051
54622267,844
69577078,4166
85678280,1466
87554814,916
49201100,566
66573283,946
76466251,359
58499937,107
74709701,3780
71725513,1114
22521805,116
16362762,307
32151623,4221
43523228,904
73108731,808
83697377,60
27518136,1884
90507362,41
71343952,1075
57403465,302
01020886,2377
67741904,190
62707973,227
09252446,4884
39007190,1288
68065344,2698
50242664,525
51384945,4047
69625086,3077
20976770,4451
63156684,3259
23772691,1890
60544200,90
67979244,1198
17024139,592
12401259,511
84628044,1804
99774412,2058
42270216,2351
41361797,1039
56680730,4292
06177217,1395
74362378,4448
25433225,916
13426011,3098
38095038,4114
46229971,4879
21193534,2853
83627278,4287
65775897,2487
84131150,3255
59111866,553
60403323,51
09788509,3443
76799399,2257
17527787,2393
19894913,925
98222920,4072
25465948,3288
18358306,602
44805572,1708
62364807,4096
39582491,2073
98529965,4261
49267172,56
30909960,3944
07790308,2450
67236169,4722
98760010,1165
26734772,2608
25327055,4001
60423364,2677
63392665,1495
18884779,3003
88708582,4441
58873654,3873
12401259,1025
49005375,442
09156480,2622
43944959,811
95961037,2804
71398083,2341
54612540,3309
69669737,1812
26271843,1582
01954413,602
73947687,2127
69269494,3213
56221429,2732
07656094,1109
88887011,2525
64420269,4675
94715785,4304
48088495,1649
60186783,1173
75584240,2309
67944231,1271
18234972,1935
97573959,4418
86227934,408
85910642,4521
04189196,4287
88108462,1993
98684872,1622
15826875,1420
85597186,4602
53729398,4065
94316043,3848
69632904,2099
25522040,4352
67362413,661
42952805,4953
67284824,2663
51482445,4217
08071489,3341
58353652,4434
77925813,3339
32700505,862
91675719,3926
15946339,4113
56221429,2919
27588399,644
44145498,698
06130736,3058
45104456,1341
43223700,2422
40667722,4071
84124264,1639
58217765,1968
31953574,1520
05219288,1834
73024538,4523
94447353,2381
72909239,3210
43033413,4221
29320738,3006
69719154,2391
43412621,477
01449160,847
75039797,3591
84013377,945
06998090,1895
60641352,1092
43531312,806
34351573,743
39229401,3370
43370034,986
42346429,454
45641243,4631
43822732,1026
98804369,2340
59111926,3697
24820716,388
92333750,525
39163287,4061
22851099,4776
41597588,2833
13700413,4078
56312973,2910
43203464,3338
33690103,3564
69808049,2582
00935365,2307
55071413,2917
88920606,3053
00975616,3495
98743916,680
29112485,4181
61069252,2719
21516247,3656
92382533,1526
46152364,4491
26099150,2808
35580378,4636
50186167,4807
24564881,724
29302451,1036
31656553,4273
52202382,4048
32442134,1633
94179348,3837
10789589,199
40785351,3674
64288048,1938
16668509,1790
23298511,878
12381175,3083
41020538,4027
27993233,1644
48280967,4314
61981518,1638
60580463,1174
79620362,1050
28748620,2369
40252408,341
73402657,4903
13841265,484
53943055,48
17640031,2186
46293829,3255
44227861,1637
40747570,3644
80828672,2208
54722424,3316
04243777,1335
13508666,303
67043578,373
69581516,3352
89956926,4628
85413699,577
73473563,1076
53486590,499
08250927,3287
39846615,3422
49651827,239
96133032,802
99495604,3516
05690601,2949
10968275,3470
81436695,4576
51071687,1599
69451177,483
43368069,412
82612652,2452
03165469,908
86515603,1361
25775514,4863
01430575,1249
78790339,3760
92014855,1328
83244819,4054
28467393,2228
62705458,4282
49222615,4646
52000456,4146
75665579,262
75434007,1805
76251921,422
53109405,2284
46193117,3609
81670803,2257
36561192,2881
70230231,4534
07496279,2974
15157307,2859
17739925,3646
07581497,4138
15959303,2187
73473563,3755
23361924,2524
89157806,2407
10860447,3647
23588165,1235
05597336,2781
03010712,3296
09949125,3064
72102029,4064
87113549,377
48910172,2780
65584584,3245
65009597,4007
25515267,3904
70780291,470
20791971,4269
49432471,4276
22347194,3479
99458025,2284
47816733,3599
12307535,3900
24627711,3391
92087786,1826
32209196,454
45624175,104
47159953,841
26449033,535
32553793,4876
46379299,3682
85182247,1743
05584574,1224
42761570,1083
61407046,4158
19760509,1240
63554924,4393
76362497,1313
31527091,3924
89711046,3193
63503947,2511
10177773,2993
86925688,2183
68146236,3205
78616765,4273
06526695,4965
08471819,3214
44116045,3460
03890123,4073
55072075,3996
71633953,458
17707042,1025
10732982,1428
93859672,848
88843672,3395
90352290,2456
57325688,4041
51959030,2578
34059861,1988
94172827,294
64216422,217
68151633,568
94005905,3320
72999742,574
07037277,4924
46974760,1976
25771923,1159
10584547,1585
21327558,1691
13814141,644
08143165,2827
39498122,49
79689950,1254
74017971,796
81670813,3411
80519271,855
93611029,2702
21053126,4763
73848134,452
44695307,1119
45099614,2612
68472419,2111
67651740,3800
74347890,4063
82552612,3834
22272800,3282
39976494,4160
05665382,1233
96276380,3662
49440301,8
30814885,4472
32029499,3405
93720005,2286
34969282,2252
70236829,4859
65403226,820
90459728,4170
58234073,2595
08465537,4332
04260400,1165
99495604,1365
27065835,2532
88561471,482
24222572,2291
91227440,2147
74817026,2570
89624847,3162
57325688,1497
38301821,497
03951119,892
27184391,3472
38445952,2827
53033054,995
24061335,1964
63127333,4784
82200266,1199
97262286,281
52922634,3027
88281543,201
41243184,1261
61818919,3970
97862544,1672
76432345,1159
58297691,286
21255217,1919
09081000,3364
44802429,4242
34211286,738
81288093,4318
53302758,3269
40725735,3537
88955158,1605
32201501,904
88708582,934
70306657,2655
06353409,1158
73581069,2379
83099802,1463
81140937,2353
29596157,1547
01172794,4279
80192115,2368
32445731,2455
19356526,110
62327879,3514
77351126,3581
74053540,552
61840101,3573
60373287,2522
43944959,1618
10795650,3055
55860641,3156
66315364,3311
98421774,1677
45453551,2720
53039362,2641
45985847,4487
84668189,1872
54260957,820
33745376,2773
64922775,3066
89061293,4089
47596219,2892
20846371,4131
40633298,3523
04987042,592
50979564,4878
49374703,3365
69934353,4719
75846891,206
51857457,4618
89277772,790
28286010,4208
44490315,104
92335051,2349
47417200,2067
32106545,4231
00789811,1738
77832430,172
67860809,3890
54260957,2971
45580591,1625
78335829,935
64398394,2391
24567407,1384
44720661,798
43811022,1796
69904512,2812
91071162,1955
92260012,3737
05062408,2146
65135647,4719
91380792,4666
10380737,1205
91412643,3680
91089755,1237
63283950,929
74604547,853
60596406,557
87413053,223
01061122,2193
23264777,4296
41891434,313
85385619,2697
80846618,1376
72506418,2924
71331351,3592
43356358,2604
69886286,454
81976494,4448
10121673,256
33593826,2137
20009917,4899
65926851,754
12451616,2586
64206245,3750
02193751,1054
17930276,120
70934770,2858
82463553,4988
87556477,4253
11036891,461
52493912,1908
92954790,3807
03664421,1874
02982683,4200
76650618,292
37079355,1019
53150864,2032
09978571,2000
44130360,454
38483153,4398
64835272,148
79333234,4228
30234075,3689
22405881,3592
09617687,3480
38021752,4843
44122585,3470
46132773,1807
65275677,1905
50999438,3826
72082720,1402
78181323,3740
21013455,2971
76216288,3053
76734161,2842
86239234,4934
02666064,4675
27722930,3700
50166306,4730
00038279,362
43822732,2698
34909008,2656
96709518,3855
87221026,2865
51801619,4527
74156299,2013
51377882,4242
70095324,716
65298784,4198
96461766,3343
01571270,3925
68551248,2735
24688053,3792
97764252,1020
01802756,80
24909508,790
53970593,2939
77750474,1652
69436335,1965
08635783,1610
34246205,3913
94939381,3774
77991073,729
62464600,4425
87474244,4612
53948554,3319
64880077,2398
23906037,4842
01975418,2490
